"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","b6","c6","c11_1","c12","c32","d36aa","v1501","t101","t104","t116","v1501.1","v1511","b6.1","b6_1","b13_1","b14","b15","e31","v1409","t122","v1601","v1602","v1611","v1621","v1631","v1641","v1511.1","v1501.2"
"2211",4748,"63",6,1,21,2,1,3,4,1,1,7,10,12,6680,6400,3,1,6669,6400,4200,1,10.5,2010,1,2007,63,49,577,1,20,2,2,2,2,4200,6400
"2212",4752,"63",6,2,59,1,1,1,4,2,3,4,2,20,5126.66666666667,6400,3,1,6669,6400,4200,2,NA,NA,NA,NA,NA,49,577,1,20,2,2,2,2,4200,6400
"2213",4752,"63",6,2,36,1,1,1,4,1,2,5,7,20,5126.66666666667,6400,3,1,6669,6400,4200,1,8,2011,2,2008,63,49,577,1,20,2,2,2,2,4200,6400
"2214",4752,"63",6,1,38,1,1,1,4,2,2,5,8,20,5126.66666666667,6400,3,1,6669,6400,4200,2,NA,NA,2,2008,NA,49,577,1,20,2,2,2,2,4200,6400
"2215",4756,"63",6,2,36,1,1,1,4,2,2,4,5,16,3836.66666666667,5200,3,1,6855,5200,3100,2,NA,NA,3,NA,NA,17,505,1,35,2,2,2,2,3100,5200
"2216",4756,"63",6,1,38,1,1,1,4,1,2,4,5,16,3836.66666666667,5200,3,1,6855,5200,3100,1,7,2011,2,2007,63,17,505,1,35,2,2,2,2,3100,5200
"2217",4760,"63",4,2,42,1,1,1,4,1,3,4,5,10,4502.5,5200,3,1,6855,5200,3100,1,4,2011,3,2008,63,17,505,1,35,2,2,2,2,3100,5200
"2218",4760,"63",4,1,40,1,1,1,4,2,3,5,7,10,4502.5,5200,3,1,6855,5200,3100,2,NA,NA,3,1994,NA,17,505,1,35,2,2,2,2,3100,5200
"2219",4764,"63",4,2,41,1,1,1,4,2,1,5,8,11,9592.5,5200,3,1,6855,5200,3100,2,NA,NA,3,NA,NA,17,505,1,35,2,2,2,2,3100,5200
"2220",4764,"63",4,1,41,1,1,1,4,1,2,1,NA,11,9592.5,5200,3,1,6855,5200,3100,1,9,2011,1,1987,65,17,505,1,35,2,2,2,2,3100,5200
"2221",4768,"63",4,2,33,1,1,1,4,2,4,4,5,NA,4895,5200,3,1,6855,5200,3100,2,NA,NA,3,NA,NA,17,505,1,35,2,2,2,2,3100,5200
"2222",4768,"63",4,1,37,1,0,1,4,1,4,4,4,NA,4895,5200,3,1,6855,5200,3100,1,4,2010,1,2005,63,17,505,1,35,2,2,2,2,3100,5200
"2223",4772,"63",5,1,52,1,1,1,4,1,3,4,5,16,7772,5200,3,1,6855,5200,3100,1,3,2011,2,1983,63,17,505,1,35,2,2,2,2,3100,5200
"2224",4772,"63",5,1,25,1,1,1,4,1,2,4,5,16,7772,5200,3,1,6855,5200,3100,1,12,2011,2,1998,63,17,505,1,35,2,2,2,2,3100,5200
"2225",4772,"63",5,2,49,1,1,1,4,2,3,4,5,16,7772,5200,3,1,6855,5200,3100,2,NA,NA,3,NA,NA,17,505,1,35,2,2,2,2,3100,5200
"2226",4772,"63",5,2,24,1,1,1,4,2,2,5,9,16,7772,5200,3,1,6855,5200,3100,2,NA,NA,3,NA,NA,17,505,1,35,2,2,2,2,3100,5200
"2227",4776,"63",3,1,46,1,1,1,4,1,2,5,8,14,10143.3333333333,7000,3,2,3323,7000,4800,1,1,2011,2,1987,65,7,181,NA,NA,NA,NA,NA,NA,4800,7000
"2228",4776,"63",3,2,18,2,1,1,4,1,1,5,8,14,10143.3333333333,7000,3,2,3323,7000,4800,1,2,2011,1,2009,63,7,181,NA,NA,NA,NA,NA,NA,4800,7000
"2229",4776,"63",3,2,43,1,1,1,1,1,2,4,5,14,10143.3333333333,7000,3,2,3323,7000,4800,1,1,2011,3,2008,63,7,181,NA,NA,NA,NA,NA,NA,4800,7000
"2230",4780,"63",6,1,20,2,0,1,4,1,1,6,10,NA,7525,7000,3,2,3323,7000,4800,1,8,2011,2,2010,63,7,181,NA,NA,NA,NA,NA,NA,4800,7000
"2231",4780,"63",6,1,22,2,0,1,4,1,1,6,11,NA,7525,7000,3,2,3323,7000,4800,1,3,2011,2,2010,63,7,181,NA,NA,NA,NA,NA,NA,4800,7000
"2232",4780,"63",6,2,43,1,0,1,4,2,3,4,5,NA,7525,7000,3,2,3323,7000,4800,2,NA,NA,3,NA,NA,7,181,NA,NA,NA,NA,NA,NA,4800,7000
"2233",4780,"63",6,1,42,1,1,1,4,1,1,4,5,NA,7525,7000,3,2,3323,7000,4800,1,2,2011,2,1990,63,7,181,NA,NA,NA,NA,NA,NA,4800,7000
"2234",4784,"63",3,1,44,3,1,1,4,2,4,4,5,10,7740,7000,3,2,3323,7000,4800,2,NA,NA,3,1986,NA,7,181,NA,NA,NA,NA,NA,NA,4800,7000
"2235",4788,"63",4,2,20,2,1,1,2,1,1,7,13,4.09999990463257,7047.5,7000,3,2,3323,7000,4800,1,11,2010,1,2010,37,7,181,NA,NA,NA,NA,NA,NA,4800,7000
"2236",4788,"63",4,2,41,1,1,1,4,2,3,5,6,4.09999990463257,7047.5,7000,3,2,3323,7000,4800,2,NA,NA,2,NA,NA,7,181,NA,NA,NA,NA,NA,NA,4800,7000
"2237",4788,"63",4,1,17,2,1,1,2,NA,1,5,7.5,4.09999990463257,7047.5,7000,3,2,3323,7000,4800,NA,NA,NA,NA,NA,NA,7,181,NA,NA,NA,NA,NA,NA,4800,7000
"2238",4788,"63",4,1,46,1,1,1,4,1,2,5,8,4.09999990463257,7047.5,7000,3,2,3323,7000,4800,1,2,2008,3,2008,63,7,181,NA,NA,NA,NA,NA,NA,4800,7000
"2239",4792,"63",5,NA,20,1,1,1,4,2,1,4,5,7.5,9072,7000,3,2,3323,7000,4800,2,NA,NA,NA,NA,NA,7,181,NA,NA,NA,NA,NA,NA,4800,7000
"2240",4792,"63",5,NA,23,1,1,1,4,1,2,5,7,7.5,9072,7000,3,2,3323,7000,4800,1,2.5,2003,2,2003,62,7,181,NA,NA,NA,NA,NA,NA,4800,7000
"2241",4792,"63",5,NA,45,3,1,1,4,1,2,4,5,7.5,9072,7000,3,2,3323,7000,4800,1,4,2011,1,2002,63,7,181,NA,NA,NA,NA,NA,NA,4800,7000
"2242",4796,"63",4,2,54,1,1,1,4,2,1,4,NA,3,9784,4748,3,1,420,4748,3250,2,NA,NA,3,NA,NA,4,172,2,NA,2,2,2,2,3250,4748
"2243",4796,"63",4,2,29,2,1,1,4,1,1,5,NA,3,9784,4748,3,1,420,4748,3250,1,11.5,2001,1,2001,63,4,172,2,NA,2,2,2,2,3250,4748
"2244",4796,"63",4,1,35,3,1,1,4,1,1,5,NA,3,9784,4748,3,1,420,4748,3250,1,11.5,2009,1,2009,63,4,172,2,NA,2,2,2,2,3250,4748
"2245",4800,"63",4,1,29,2,NA,1,4,NA,3,1,NA,2.20000004768372,13228.25,4748,3,1,420,4748,3250,NA,NA,NA,NA,NA,NA,4,172,2,NA,2,2,2,2,3250,4748
"2246",4800,"63",4,1,55,1,NA,1,1,2,1,5,8,2.20000004768372,13228.25,4748,3,1,420,4748,3250,2,NA,NA,3,NA,NA,4,172,2,NA,2,2,2,2,3250,4748
"2247",4800,"63",4,2,50,1,NA,1,4,2,1,5,8,2.20000004768372,13228.25,4748,3,1,420,4748,3250,2,NA,NA,3,NA,NA,4,172,2,NA,2,2,2,2,3250,4748
"2248",4800,"63",4,1,24,2,NA,1,2,1,1,9,15,2.20000004768372,13228.25,4748,3,1,420,4748,3250,1,11.5,2009,1,2009,33,4,172,2,NA,2,2,2,2,3250,4748
"2249",4804,"63",8,2,37,3,1,1,4,1,1,4,6,3.20000004768372,1306.20125,4748,3,1,420,4748,3250,1,6,2009,2,2009,63,4,172,2,NA,2,2,2,2,3250,4748
"2250",4804,"63",8,2,36,1,0,1,4,1,1,1,NA,3.20000004768372,1306.20125,4748,3,1,420,4748,3250,1,2,2011,4,NA,63,4,172,2,NA,2,2,2,2,3250,4748
"2251",4804,"63",8,1,34,1,1,1,1,1,1,6,11,3.20000004768372,1306.20125,4748,3,1,420,4748,3250,1,2,2011,4,NA,63,4,172,2,NA,2,2,2,2,3250,4748
"2252",4808,"63",6,1,44,1,1,1,4,1,2,5,8,3.20000004768372,5341.74166666667,4748,3,1,420,4748,3250,1,3.5,2010,1,2002,63,4,172,2,NA,2,2,2,2,3250,4748
"2253",4808,"63",6,2,38,1,1,1,4,2,2,5,7,3.20000004768372,5341.74166666667,4748,3,1,420,4748,3250,2,NA,NA,3,NA,NA,4,172,2,NA,2,2,2,2,3250,4748
"2254",4812,"63",5,2,18,2,1,1,4,2,1,7,10,1.5,2260.406,4748,3,1,420,4748,3250,2,NA,NA,4,2011,NA,4,172,2,NA,2,2,2,2,3250,4748
"2255",4812,"63",5,2,41,1,1,1,4,2,1,5,8,1.5,2260.406,4748,3,1,420,4748,3250,2,NA,NA,3,2005,NA,4,172,2,NA,2,2,2,2,3250,4748
"2256",4812,"63",5,1,40,1,1,1,4,NA,1,5,6,1.5,2260.406,4748,3,1,420,4748,3250,NA,NA,NA,NA,NA,NA,4,172,2,NA,2,2,2,2,3250,4748
"2257",4812,"63",5,2,19,2,1,5,2,NA,1,9,13,1.5,2260.406,4748,3,1,420,4748,3250,NA,NA,NA,NA,NA,NA,4,172,2,NA,2,2,2,2,3250,4748
"2258",4816,"63",5,2,28,1,0,1,4,1,4,1,NA,7,3081.12,3655,3,1,535,3655,2400,1,1,2011,3,2006,63,8,62,1,55,2,2,1,2,2400,3655
"2259",4816,"63",5,1,36,2,0,1,4,1,4,1,NA,7,3081.12,3655,3,1,535,3655,2400,1,2,2011,3,2000,63,8,62,1,55,2,2,1,2,2400,3655
"2260",4816,"63",5,1,30,1,0,1,1,1,3,5,8,7,3081.12,3655,3,1,535,3655,2400,1,5,2011,2,2000,63,8,62,1,55,2,2,1,2,2400,3655
"2261",4820,"63",6,2,47,1,0,1,4,2,4,1,0,12,7028.01667073568,3655,3,1,535,3655,2400,2,NA,NA,NA,NA,NA,8,62,1,55,2,2,1,2,2400,3655
"2262",4820,"63",6,2,21,2,0,1,4,1,4,1,0,12,7028.01667073568,3655,3,1,535,3655,2400,1,3,2011,2,2007,63,8,62,1,55,2,2,1,2,2400,3655
"2263",4820,"63",6,1,22,2,0,5,2,2,1,11,17,12,7028.01667073568,3655,3,1,535,3655,2400,2,NA,NA,NA,NA,NA,8,62,1,55,2,2,1,2,2400,3655
"2264",4820,"63",6,1,42,1,0,1,4,2,4,1,0,12,7028.01667073568,3655,3,1,535,3655,2400,2,NA,NA,NA,NA,NA,8,62,1,55,2,2,1,2,2400,3655
"2265",4824,"63",7,1,20,2,0,1,4,2,2,6,11.5,7.19999980926514,2526.15714285714,3655,3,1,535,3655,2400,2,NA,NA,NA,NA,NA,8,62,1,55,2,2,1,2,2400,3655
"2266",4824,"63",7,1,29,1,0,1,4,1,4,2,3,7.19999980926514,2526.15714285714,3655,3,1,535,3655,2400,1,3,2011,2,1998,62,8,62,1,55,2,2,1,2,2400,3655
"2267",4824,"63",7,1,56,1,0,1,4,1,4,2,2,7.19999980926514,2526.15714285714,3655,3,1,535,3655,2400,1,1,2011,3,1984,63,8,62,1,55,2,2,1,2,2400,3655
"2268",4824,"63",7,2,26,1,0,1,4,1,4,2,2,7.19999980926514,2526.15714285714,3655,3,1,535,3655,2400,1,5,2011,2,2002,62,8,62,1,55,2,2,1,2,2400,3655
"2269",4824,"63",7,2,54,1,0,1,4,2,4,2,2,7.19999980926514,2526.15714285714,3655,3,1,535,3655,2400,2,NA,NA,NA,NA,NA,8,62,1,55,2,2,1,2,2400,3655
"2270",4828,"63",6,2,18,2,0,1,2,NA,2,6,11.5,5.94999980926514,3421.05,3655,3,1,535,3655,2400,NA,NA,NA,NA,NA,NA,8,62,1,55,2,2,1,2,2400,3655
"2271",4828,"63",6,1,46,2,0,1,4,2,3,6,12,5.94999980926514,3421.05,3655,3,1,535,3655,2400,2,NA,NA,NA,NA,NA,8,62,1,55,2,2,1,2,2400,3655
"2272",4828,"63",6,1,43,1,0,1,4,1,4,4,4,5.94999980926514,3421.05,3655,3,1,535,3655,2400,1,3.79999995231628,2011,NA,1994,63,8,62,1,55,2,2,1,2,2400,3655
"2273",4828,"63",6,2,44,1,0,1,4,2,4,4,2,5.94999980926514,3421.05,3655,3,1,535,3655,2400,2,NA,NA,NA,NA,NA,8,62,1,55,2,2,1,2,2400,3655
"2274",4828,"63",6,2,23,3,0,1,4,1,4,4,2,5.94999980926514,3421.05,3655,3,1,535,3655,2400,1,1,2011,NA,2005,63,8,62,1,55,2,2,1,2,2400,3655
"2275",4832,"63",5,2,36,1,0,1,4,1,4,4,3,11.5,3175.08,3655,3,1,535,3655,2400,1,3,2011,2,1995,63,8,62,1,55,2,2,1,2,2400,3655
"2276",4832,"63",5,2,18,2,0,1,2,NA,2,6,11.5,11.5,3175.08,3655,3,1,535,3655,2400,NA,NA,NA,NA,NA,NA,8,62,1,55,2,2,1,2,2400,3655
"2277",4832,"63",5,1,39,1,0,1,4,1,3,5,7,11.5,3175.08,3655,3,1,535,3655,2400,1,3,2011,2,1993,63,8,62,1,55,2,2,1,2,2400,3655
"2278",4836,"63",4,1,33,1,0,1,4,1,2,4,5,2.5,2573.5,5600,3,1,1400,5600,3800,1,10,2009,1,1997,63,12,222,2,NA,2,2,1,2,3800,5600
"2279",4836,"63",4,2,29,1,0,1,4,2,3,4,4,2.5,2573.5,5600,3,1,1400,5600,3800,2,NA,NA,3,NA,NA,12,222,2,NA,2,2,1,2,3800,5600
"2280",4840,"63",6,2,40,3,0,1,4,2,3,1,NA,3.20000004768372,7693,5600,3,1,1400,5600,3800,2,NA,NA,3,NA,NA,12,222,2,NA,2,2,1,2,3800,5600
"2281",4840,"63",6,2,32,1,0,1,4,1,3,1,NA,3.20000004768372,7693,5600,3,1,1400,5600,3800,1,3,2009,2,2007,63,12,222,2,NA,2,2,1,2,3800,5600
"2282",4840,"63",6,1,31,1,0,1,4,1,2,4,3,3.20000004768372,7693,5600,3,1,1400,5600,3800,1,3,2000,1,2000,63,12,222,2,NA,2,2,1,2,3800,5600
"2283",4844,"63",8,2,30,1,0,1,4,1,3,4,5,15,5845.27375,5600,3,1,1400,5600,3800,1,12,2009,1,NA,53,12,222,2,NA,2,2,1,2,3800,5600
"2284",4844,"63",8,2,26,3,0,1,4,2,1,8,15,15,5845.27375,5600,3,1,1400,5600,3800,2,NA,NA,3,NA,NA,12,222,2,NA,2,2,1,2,3800,5600
"2285",4844,"63",8,2,54,1,0,1,4,2,3,1,NA,15,5845.27375,5600,3,1,1400,5600,3800,2,NA,NA,3,NA,NA,12,222,2,NA,2,2,1,2,3800,5600
"2286",4844,"63",8,1,34,1,0,1,4,1,2,5,8,15,5845.27375,5600,3,1,1400,5600,3800,1,12,2009,1,2002,53,12,222,2,NA,2,2,1,2,3800,5600
"2287",4844,"63",8,1,58,1,0,1,4,2,3,1,NA,15,5845.27375,5600,3,1,1400,5600,3800,2,NA,NA,3,1983,NA,12,222,2,NA,2,2,1,2,3800,5600
"2288",4848,"63",4,2,33,1,0,1,4,NA,3,1,NA,2.29999995231628,4589.56,5600,3,1,1400,5600,3800,NA,NA,NA,3,NA,NA,12,222,2,NA,2,2,1,2,3800,5600
"2289",4848,"63",4,1,40,1,0,1,4,1,2,4,6,2.29999995231628,4589.56,5600,3,1,1400,5600,3800,1,3,1988,2,1988,63,12,222,2,NA,2,2,1,2,3800,5600
"2290",4848,"63",4,1,19,2,0,1,4,1,2,5,8,2.29999995231628,4589.56,5600,3,1,1400,5600,3800,1,12,2010,1,2010,13,12,222,2,NA,2,2,1,2,3800,5600
"2291",4852,"63",11,2,22,1,0,1,4,1,2,4,3,6.80000019073486,7679.77181818182,5600,3,1,1400,5600,3800,1,6,2010,1,2010,37,12,222,2,NA,2,2,1,2,3800,5600
"2292",4852,"63",11,1,52,1,0,1,1,2,2,5,7,6.80000019073486,7679.77181818182,5600,3,1,1400,5600,3800,2,NA,NA,3,1985,NA,12,222,2,NA,2,2,1,2,3800,5600
"2293",4852,"63",11,1,27,1,0,1,4,1,2,4,3,6.80000019073486,7679.77181818182,5600,3,1,1400,5600,3800,1,11,2007,1,2007,37,12,222,2,NA,2,2,1,2,3800,5600
"2294",4852,"63",11,2,23,1,0,1,4,2,4,1,NA,6.80000019073486,7679.77181818182,5600,3,1,1400,5600,3800,2,NA,NA,3,NA,NA,12,222,2,NA,2,2,1,2,3800,5600
"2295",4852,"63",11,2,28,1,0,1,4,1,2,4,5,6.80000019073486,7679.77181818182,5600,3,1,1400,5600,3800,1,12,2003,1,2003,13,12,222,2,NA,2,2,1,2,3800,5600
"2296",4852,"63",11,2,48,1,0,1,4,2,2,1,NA,6.80000019073486,7679.77181818182,5600,3,1,1400,5600,3800,2,NA,NA,3,NA,NA,12,222,2,NA,2,2,1,2,3800,5600
"2297",4852,"63",11,1,30,1,0,1,4,1,2,4,5,6.80000019073486,7679.77181818182,5600,3,1,1400,5600,3800,1,12,2003,1,2003,13,12,222,2,NA,2,2,1,2,3800,5600
"2298",4852,"63",11,1,26,1,0,1,4,1,2,4,4,6.80000019073486,7679.77181818182,5600,3,1,1400,5600,3800,1,4,2003,4,2001,63,12,222,2,NA,2,2,1,2,3800,5600
"2299",4856,"63",6,NA,43,1,0,1,4,2,4,4,2,14,4312.2,6169,3,1,420,6169,4100,2,NA,NA,3,NA,NA,3,52,1,20,2,2,2,2,4100,6169
"2300",4856,"63",6,NA,23,2,0,4,2,2,2,11,16,14,4312.2,6169,3,1,420,6169,4100,2,NA,NA,NA,NA,NA,3,52,1,20,2,2,2,2,4100,6169
"2301",4856,"63",6,NA,21,2,0,1,4,1,3,6,12,14,4312.2,6169,3,1,420,6169,4100,1,6,2011,2,2011,63,3,52,1,20,2,2,2,2,4100,6169
"2302",4856,"63",6,NA,18,2,0,1,4,2,2,6,10,14,4312.2,6169,3,1,420,6169,4100,2,NA,NA,NA,NA,NA,3,52,1,20,2,2,2,2,4100,6169
"2303",4856,"63",6,NA,48,1,0,1,1,1,3,4,3,14,4312.2,6169,3,1,420,6169,4100,1,2,2011,2,1987,63,3,52,1,20,2,2,2,2,4100,6169
"2304",4860,"63",7,NA,29,1,0,1,4,2,4,1,NA,12,5904.8,6169,3,1,420,6169,4100,2,NA,NA,2,NA,NA,3,52,1,20,2,2,2,2,4100,6169
"2305",4860,"63",7,NA,25,2,0,4,4,2,2,10,15,12,5904.8,6169,3,1,420,6169,4100,2,NA,NA,NA,NA,NA,3,52,1,20,2,2,2,2,4100,6169
"2306",4860,"63",7,NA,28,1,0,1,4,1,3,5,8,12,5904.8,6169,3,1,420,6169,4100,1,4,2011,2,2004,62,3,52,1,20,2,2,2,2,4100,6169
"2307",4860,"63",7,NA,55,1,0,1,1,2,4,4,3,12,5904.8,6169,3,1,420,6169,4100,2,NA,NA,2,1984,NA,3,52,1,20,2,2,2,2,4100,6169
"2308",4860,"63",7,NA,49,1,0,1,4,1,4,1,NA,12,5904.8,6169,3,1,420,6169,4100,1,2,2011,2,1996,63,3,52,1,20,2,2,2,2,4100,6169
"2309",4864,"63",5,NA,46,1,0,1,4,2,4,4,3,7.40000009536743,12666.96,6169,3,1,420,6169,4100,2,NA,NA,3,NA,NA,3,52,1,20,2,2,2,2,4100,6169
"2310",4864,"63",5,NA,21,2,0,5,4,2,1,9,14.5,7.40000009536743,12666.96,6169,3,1,420,6169,4100,2,NA,NA,NA,NA,NA,3,52,1,20,2,2,2,2,4100,6169
"2311",4864,"63",5,NA,48,1,0,4,1,2,1,9,15,7.40000009536743,12666.96,6169,3,1,420,6169,4100,2,NA,NA,3,NA,NA,3,52,1,20,2,2,2,2,4100,6169
"2312",4864,"63",5,NA,22,2,0,5,4,2,1,13,17.5,7.40000009536743,12666.96,6169,3,1,420,6169,4100,2,NA,NA,NA,NA,NA,3,52,1,20,2,2,2,2,4100,6169
"2313",4868,"63",6,NA,36,1,0,1,4,2,4,4,2,12,9008.58333435059,6169,3,1,420,6169,4100,2,NA,NA,3,NA,NA,3,52,1,20,2,2,2,2,4100,6169
"2314",4868,"63",6,NA,36,1,0,1,1,1,3,4,5,12,9008.58333435059,6169,3,1,420,6169,4100,1,2.5,2011,2,1995,62,3,52,1,20,2,2,2,2,4100,6169
"2315",4872,"63",9,1,47,1,0,1,4,2,4,4,3,12,2675.70000033908,6169,3,1,420,6169,4100,2,NA,NA,3,1991,NA,3,52,1,20,2,2,2,2,4100,6169
"2316",4872,"63",9,2,26,1,0,1,4,1,4,1,NA,12,2675.70000033908,6169,3,1,420,6169,4100,1,3,2011,2,2005,62,3,52,1,20,2,2,2,2,4100,6169
"2317",4872,"63",9,1,20,2,0,1,4,NA,2,6,11.5,12,2675.70000033908,6169,3,1,420,6169,4100,NA,NA,NA,NA,NA,NA,3,52,1,20,2,2,2,2,4100,6169
"2318",4872,"63",9,1,24,1,0,1,4,1,4,4,5,12,2675.70000033908,6169,3,1,420,6169,4100,1,4,2011,2,2005,63,3,52,1,20,2,2,2,2,4100,6169
"2319",4872,"63",9,2,47,1,0,1,4,2,4,4,2,12,2675.70000033908,6169,3,1,420,6169,4100,2,NA,NA,3,NA,NA,3,52,1,20,2,2,2,2,4100,6169
"2320",4872,"63",9,2,22,2,0,1,4,1,2,6,12.5,12,2675.70000033908,6169,3,1,420,6169,4100,1,3,2011,3,NA,63,3,52,1,20,2,2,2,2,4100,6169
"2321",4876,"63",4,2,18,2,0,1,4,2,3,4,5,2.70000004768372,3789.7925,3230,3,1,943,3230,1900,2,NA,NA,3,NA,NA,14,86,1,30,2,1,2,2,1900,3230
"2322",4876,"63",4,1,41,1,0,1,4,2,2,1,3,2.70000004768372,3789.7925,3230,3,1,943,3230,1900,2,NA,NA,3,1989,NA,14,86,1,30,2,1,2,2,1900,3230
"2323",4876,"63",4,2,36,1,0,1,4,2,3,1,NA,2.70000004768372,3789.7925,3230,3,1,943,3230,1900,2,NA,NA,3,NA,NA,14,86,1,30,2,1,2,2,1900,3230
"2324",4880,"63",6,2,28,1,0,1,4,2,2,1,NA,6,3164.39166666667,3230,3,1,943,3230,1900,2,NA,NA,3,NA,NA,14,86,1,30,2,1,2,2,1900,3230
"2325",4880,"63",6,1,30,1,0,1,4,1,2,4,4,6,3164.39166666667,3230,3,1,943,3230,1900,1,4,2007,2,1994,63,14,86,1,30,2,1,2,2,1900,3230
"2326",4880,"63",6,2,59,1,0,1,4,2,4,1,NA,6,3164.39166666667,3230,3,1,943,3230,1900,2,NA,NA,3,NA,NA,14,86,1,30,2,1,2,2,1900,3230
"2327",4884,"63",7,1,20,1,0,1,4,1,2,4,6,3.79999995231628,1696.28428571429,3230,3,1,943,3230,1900,1,5,2009,2,2009,12,14,86,1,30,2,1,2,2,1900,3230
"2328",4884,"63",7,2,56,1,0,1,4,2,4,1,NA,3.79999995231628,1696.28428571429,3230,3,1,943,3230,1900,2,NA,NA,3,NA,NA,14,86,1,30,2,1,2,2,1900,3230
"2329",4884,"63",7,1,59,1,0,1,4,2,3,1,NA,3.79999995231628,1696.28428571429,3230,3,1,943,3230,1900,2,NA,NA,3,1984,NA,14,86,1,30,2,1,2,2,1900,3230
"2330",4888,"63",12,2,29,1,0,1,4,2,3,1,NA,9,2765.4525,3230,3,1,943,3230,1900,2,NA,NA,3,NA,NA,14,86,1,30,2,1,2,2,1900,3230
"2331",4888,"63",12,1,22,1,0,2,2,1,1,9,16,9,2765.4525,3230,3,1,943,3230,1900,1,10.5,2009,1,2008,63,14,86,1,30,2,1,2,2,1900,3230
"2332",4888,"63",12,1,34,1,0,1,4,1,1,4,5,9,2765.4525,3230,3,1,943,3230,1900,1,11,2007,1,1994,63,14,86,1,30,2,1,2,2,1900,3230
"2333",4888,"63",12,1,34,4,0,1,4,1,1,4,5,9,2765.4525,3230,3,1,943,3230,1900,1,11,2007,1,1994,63,14,86,1,30,2,1,2,2,1900,3230
"2334",4888,"63",12,2,19,1,0,1,4,2,3,4,4,9,2765.4525,3230,3,1,943,3230,1900,2,NA,NA,3,NA,NA,14,86,1,30,2,1,2,2,1900,3230
"2335",4892,"63",4,2,23,1,0,1,4,2,2,4,3,1,1294.5525,3230,3,1,943,3230,1900,2,NA,NA,3,NA,NA,14,86,1,30,2,1,2,2,1900,3230
"2336",4892,"63",4,1,27,1,0,1,4,2,2,4,5,1,1294.5525,3230,3,1,943,3230,1900,2,NA,NA,4,2000,NA,14,86,1,30,2,1,2,2,1900,3230
"2337",4896,"63",4,2,18,1,0,1,4,2,3,4,5,2.04999995231628,4363.525,3900,3,1,657,3900,2400,2,NA,NA,3,NA,NA,58,402,2,NA,1,1,2,2,2400,3900
"2338",4896,"63",4,1,18,1,0,1,4,1,3,4,5,2.04999995231628,4363.525,3900,3,1,657,3900,2400,1,8,2011,1,NA,31,58,402,2,NA,1,1,2,2,2400,3900
"2339",4896,"63",4,2,52,1,0,1,4,2,4,1,NA,2.04999995231628,4363.525,3900,3,1,657,3900,2400,2,NA,NA,3,NA,NA,58,402,2,NA,1,1,2,2,2400,3900
"2340",4896,"63",4,1,56,1,0,1,4,2,3,1,NA,2.04999995231628,4363.525,3900,3,1,657,3900,2400,2,NA,NA,3,1986,NA,58,402,2,NA,1,1,2,2,2400,3900
"2341",4900,"63",8,2,25,1,0,1,4,1,2,4,5,1.79999995231628,3023.46625,3900,3,1,657,3900,2400,1,6,2010,2,2010,33,58,402,2,NA,1,1,2,2,2400,3900
"2342",4900,"63",8,2,48,1,0,1,4,2,4,1,NA,1.79999995231628,3023.46625,3900,3,1,657,3900,2400,2,NA,NA,3,NA,NA,58,402,2,NA,1,1,2,2,2400,3900
"2343",4900,"63",8,1,48,1,0,1,1,2,2,4,5,1.79999995231628,3023.46625,3900,3,1,657,3900,2400,2,NA,NA,3,1992,NA,58,402,2,NA,1,1,2,2,2400,3900
"2344",4900,"63",8,1,25,1,0,1,4,1,2,4,5,1.79999995231628,3023.46625,3900,3,1,657,3900,2400,1,11,2010,1,2010,33,58,402,2,NA,1,1,2,2,2400,3900
"2345",4904,"63",11,1,25,1,0,1,4,1,2,4,6,3.95000004768372,1007.43636363636,3900,3,1,657,3900,2400,1,10,2011,1,2010,31,58,402,2,NA,1,1,2,2,2400,3900
"2346",4904,"63",11,2,25,1,0,1,4,1,3,1,NA,3.95000004768372,1007.43636363636,3900,3,1,657,3900,2400,1,9,2011,1,2011,31,58,402,2,NA,1,1,2,2,2400,3900
"2347",4904,"63",11,2,26,1,0,1,4,1,3,1,NA,3.95000004768372,1007.43636363636,3900,3,1,657,3900,2400,1,10,2010,1,2010,31,58,402,2,NA,1,1,2,2,2400,3900
"2348",4904,"63",11,1,48,1,0,1,4,2,3,4,5,3.95000004768372,1007.43636363636,3900,3,1,657,3900,2400,2,NA,NA,3,1983,NA,58,402,2,NA,1,1,2,2,2400,3900
"2349",4904,"63",11,2,45,1,0,1,4,2,4,1,NA,3.95000004768372,1007.43636363636,3900,3,1,657,3900,2400,2,NA,NA,3,NA,NA,58,402,2,NA,1,1,2,2,2400,3900
"2350",4904,"63",11,1,24,1,0,1,4,1,2,4,6,3.95000004768372,1007.43636363636,3900,3,1,657,3900,2400,1,12,2010,1,2007,31,58,402,2,NA,1,1,2,2,2400,3900
"2351",4908,"63",9,1,23,1,0,1,4,1,2,4,5,2.29999995231628,1825.8,3900,3,1,657,3900,2400,1,6,2011,1,2007,44,58,402,2,NA,1,1,2,2,2400,3900
"2352",4908,"63",9,2,45,1,0,1,4,1,4,4,2,2.29999995231628,1825.8,3900,3,1,657,3900,2400,1,4,2011,3,2010,44,58,402,2,NA,1,1,2,2,2400,3900
