"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","b6","c6","c11_1","c12","c32","d36aa","v1501","t101","t104","t116","v1501.1","v1511","b6.1","b6_1","b13_1","b14","b15","e31","v1409","t122","v1601","v1602","v1611","v1621","v1631","v1641","v1511.1","v1501.2"
"17607",47220,"45",6,2,48,1,0,1,4,2,3,5,8,2,2015.33333333333,NA,3,1,1689,NA,NA,2,NA,NA,3,NA,NA,20,573,2,NA,1,2,2,2,NA,NA
"17608",47220,"45",6,1,48,1,0,1,4,2,3,5,8,2,2015.33333333333,NA,3,1,1689,NA,NA,2,NA,NA,3,NA,NA,20,573,2,NA,1,2,2,2,NA,NA
"17609",47224,"45",4,2,50,1,0,1,4,2,3,5,8,2,2112.5,NA,3,1,1689,NA,NA,2,NA,NA,3,NA,NA,20,573,2,NA,1,2,2,2,NA,NA
"17610",47224,"45",4,1,23,2,0,1,4,1,3,7,13,2,2112.5,NA,3,1,1689,NA,NA,1,10,2008,1,2008,44,20,573,2,NA,1,2,2,2,NA,NA
"17611",47224,"45",4,1,53,1,0,1,1,2,3,6,11,2,2112.5,NA,3,1,1689,NA,NA,2,NA,NA,3,NA,NA,20,573,2,NA,1,2,2,2,NA,NA
"17612",47228,"45",5,1,42,1,0,1,4,1,3,5,8,2,1814.8,NA,3,1,1689,NA,NA,1,8,2006,1,2006,45,20,573,2,NA,1,2,2,2,NA,NA
"17613",47228,"45",5,2,42,1,0,1,4,2,3,4,5,2,1814.8,NA,3,1,1689,NA,NA,2,NA,NA,3,NA,NA,20,573,2,NA,1,2,2,2,NA,NA
"17614",47228,"45",5,2,16,2,0,1,2,2,3,5,9,2,1814.8,NA,3,1,1689,NA,NA,2,NA,NA,NA,NA,NA,20,573,2,NA,1,2,2,2,NA,NA
"17615",47232,"45",3,1,58,1,0,1,4,2,3,5,8,1,1466.66666666667,NA,3,1,1689,NA,NA,2,NA,NA,3,NA,NA,20,573,2,NA,1,2,2,2,NA,NA
"17616",47232,"45",3,1,33,2,0,1,4,1,2,5,9,1,1466.66666666667,NA,3,1,1689,NA,NA,1,9,2006,1,2006,44,20,573,2,NA,1,2,2,2,NA,NA
"17617",47236,"45",4,1,58,1,0,1,4,1,3,5,8,2,3606.5,NA,3,1,1689,NA,NA,1,8,2009,1,2009,45,20,573,2,NA,1,2,2,2,NA,NA
"17618",47236,"45",4,1,24,1,0,1,4,2,3,5,9,2,3606.5,NA,3,1,1689,NA,NA,2,NA,NA,3,NA,NA,20,573,2,NA,1,2,2,2,NA,NA
"17619",47236,"45",4,2,21,1,0,1,4,2,3,5,9,2,3606.5,NA,3,1,1689,NA,NA,2,NA,NA,3,NA,NA,20,573,2,NA,1,2,2,2,NA,NA
"17620",47236,"45",4,2,59,1,0,1,4,2,3,4,5,2,3606.5,NA,3,1,1689,NA,NA,2,NA,NA,3,NA,NA,20,573,2,NA,1,2,2,2,NA,NA
"17621",47240,"45",3,2,52,4,0,1,4,1,4,4,5,2,3240.33333333333,NA,3,1,1689,NA,NA,1,8,2007,1,2007,NA,20,573,2,NA,1,2,2,2,NA,NA
"17622",47240,"45",3,1,26,2,0,1,4,2,3,5,9,2,3240.33333333333,NA,3,1,1689,NA,NA,2,NA,NA,3,NA,44,20,573,2,NA,1,2,2,2,NA,NA
"17623",47240,"45",3,1,19,2,0,1,4,2,3,4,6,2,3240.33333333333,NA,3,1,1689,NA,NA,2,NA,NA,3,NA,NA,20,573,2,NA,1,2,2,2,NA,NA
"17624",47244,"45",5,2,53,1,0,1,4,2,3,5,8,3,3644.4,NA,3,1,1676,NA,NA,2,NA,NA,3,NA,NA,30,522,2,NA,1,2,2,2,NA,NA
"17625",47244,"45",5,1,55,1,0,1,4,1,2,6,10,3,3644.4,NA,3,1,1676,NA,NA,1,8,1996,1,1996,44,30,522,2,NA,1,2,2,2,NA,NA
"17626",47244,"45",5,2,24,2,0,1,4,1,3,4,6,3,3644.4,NA,3,1,1676,NA,NA,1,10,2005,1,2005,44,30,522,2,NA,1,2,2,2,NA,NA
"17627",47244,"45",5,2,18,2,0,1,2,2,1,9,14,3,3644.4,NA,3,1,1676,NA,NA,2,NA,NA,NA,NA,NA,30,522,2,NA,1,2,2,2,NA,NA
"17628",47244,"45",5,2,17,2,0,1,2,2,1,6,11,3,3644.4,NA,3,1,1676,NA,NA,2,NA,NA,NA,NA,NA,30,522,2,NA,1,2,2,2,NA,NA
"17629",47248,"45",4,2,16,2,0,1,4,2,3,4,6,4,6417.25,NA,3,1,1676,NA,NA,2,NA,NA,3,NA,NA,30,522,2,NA,1,2,2,2,NA,NA
"17630",47248,"45",4,2,38,1,0,1,4,1,3,4,6,4,6417.25,NA,3,1,1676,NA,NA,1,10,1996,1,1996,44,30,522,2,NA,1,2,2,2,NA,NA
"17631",47248,"45",4,1,50,1,0,1,4,1,3,5,9,4,6417.25,NA,3,1,1676,NA,NA,1,10,1992,1,1992,44,30,522,2,NA,1,2,2,2,NA,NA
"17632",47252,"45",5,2,51,1,0,1,4,2,3,4,5,3,6744,NA,3,1,1676,NA,NA,2,NA,NA,3,NA,NA,30,522,2,NA,1,2,2,2,NA,NA
"17633",47252,"45",5,1,30,1,0,1,4,1,3,5,9,3,6744,NA,3,1,1676,NA,NA,1,8,2004,1,2004,44,30,522,2,NA,1,2,2,2,NA,NA
"17634",47252,"45",5,1,22,2,0,1,4,1,3,5,9,3,6744,NA,3,1,1676,NA,NA,1,8,2010,1,2010,44,30,522,2,NA,1,2,2,2,NA,NA
"17635",47252,"45",5,1,55,1,0,1,4,2,2,6,10,3,6744,NA,3,1,1676,NA,NA,2,NA,NA,3,NA,NA,30,522,2,NA,1,2,2,2,NA,NA
"17636",47256,"45",4,2,32,1,0,1,4,2,NA,5,9,3,3296.25,NA,3,1,1676,NA,NA,2,NA,NA,3,NA,NA,30,522,2,NA,1,2,2,2,NA,NA
"17637",47256,"45",4,1,34,1,0,1,4,1,NA,5,9,3,3296.25,NA,3,1,1676,NA,NA,1,1,2008,3,2008,45,30,522,2,NA,1,2,2,2,NA,NA
"17638",47260,"45",4,2,41,1,0,1,4,2,3,4,5,3,5660.75,NA,3,1,1676,NA,NA,2,NA,NA,3,NA,NA,30,522,2,NA,1,2,2,2,NA,NA
"17639",47260,"45",4,2,18,2,0,1,4,NA,2,6,12,3,5660.75,NA,3,1,1676,NA,NA,NA,NA,NA,NA,NA,NA,30,522,2,NA,1,2,2,2,NA,NA
"17640",47260,"45",4,1,45,1,0,1,4,1,2,5,8,3,5660.75,NA,3,1,1676,NA,NA,1,11,2005,1,2005,45,30,522,2,NA,1,2,2,2,NA,NA
"17641",47260,"45",4,1,23,2,0,1,4,1,2,5,9,3,5660.75,NA,3,1,1676,NA,NA,1,3,2010,1,2010,44,30,522,2,NA,1,2,2,2,NA,NA
"17642",47264,"45",5,1,26,1,0,1,4,1,2,5,9,3,5689.6,NA,3,1,1676,NA,NA,1,11,2007,1,2007,44,30,522,2,NA,1,2,2,2,NA,NA
"17643",47264,"45",5,2,24,1,0,1,4,1,2,5,9,3,5689.6,NA,3,1,1676,NA,NA,1,3,2009,2,2009,45,30,522,2,NA,1,2,2,2,NA,NA
"17644",47268,"45",5,1,28,2,0,1,4,1,2,5,9,4,3795.2,NA,3,1,1676,NA,NA,1,6,2006,1,2006,44,30,522,2,NA,1,2,2,2,NA,NA
"17645",47268,"45",5,1,25,2,0,1,4,1,2,5,9,4,3795.2,NA,3,1,1676,NA,NA,1,1,2009,1,2009,44,30,522,2,NA,1,2,2,2,NA,NA
"17646",47268,"45",5,2,53,1,0,1,4,2,3,4,4,4,3795.2,NA,3,1,1676,NA,NA,2,NA,NA,3,NA,NA,30,522,2,NA,1,2,2,2,NA,NA
"17647",47268,"45",5,1,55,1,0,1,4,1,2,5,8,4,3795.2,NA,3,1,1676,NA,NA,1,4,1999,1,1999,45,30,522,2,NA,1,2,2,2,NA,NA
"17648",47268,"45",5,2,22,2,0,1,4,2,2,5,9,4,3795.2,NA,3,1,1676,NA,NA,2,NA,NA,2,NA,NA,30,522,2,NA,1,2,2,2,NA,NA
"17649",47272,"45",6,1,34,1,0,1,4,2,2,5,9,3,4894.16666666667,NA,3,1,1676,NA,NA,2,NA,NA,NA,NA,NA,30,522,2,NA,1,2,2,2,NA,NA
"17650",47272,"45",6,1,58,1,0,1,4,2,3,4,5,3,4894.16666666667,NA,3,1,1676,NA,NA,2,NA,NA,NA,NA,NA,30,522,2,NA,1,2,2,2,NA,NA
"17651",47272,"45",6,2,57,1,0,1,4,2,3,4,3,3,4894.16666666667,NA,3,1,1676,NA,NA,2,NA,NA,NA,NA,NA,30,522,2,NA,1,2,2,2,NA,NA
"17652",47272,"45",6,2,33,1,0,1,4,2,3,4,6,3,4894.16666666667,NA,3,1,1676,NA,NA,2,NA,NA,NA,NA,NA,30,522,2,NA,1,2,2,2,NA,NA
"17653",47276,"45",4,1,53,1,0,1,4,1,2,6,10,3,4970.5,NA,3,1,1676,NA,NA,1,2,2008,3,1999,45,30,522,2,NA,1,2,2,2,NA,NA
"17654",47276,"45",4,2,34,1,0,1,4,1,3,4,5,3,4970.5,NA,3,1,1676,NA,NA,1,6,2006,1,2006,44,30,522,2,NA,1,2,2,2,NA,NA
"17655",47280,"45",4,1,44,1,0,1,4,1,1,6,8,3,6497.25,NA,3,1,1676,NA,NA,1,10,2005,1,2005,45,30,522,2,NA,1,2,2,2,NA,NA
"17656",47280,"45",4,2,42,1,0,1,4,2,3,4,5,3,6497.25,NA,3,1,1676,NA,NA,2,NA,NA,3,NA,NA,30,522,2,NA,1,2,2,2,NA,NA
"17657",47280,"45",4,2,18,2,0,1,4,NA,1,6,12,3,6497.25,NA,3,1,1676,NA,NA,NA,NA,NA,NA,NA,NA,30,522,2,NA,1,2,2,2,NA,NA
"17658",47280,"45",4,1,21,2,0,1,4,1,2,5,9,3,6497.25,NA,3,1,1676,NA,NA,1,NA,2010,1,2010,44,30,522,2,NA,1,2,2,2,NA,NA
"17659",47284,"45",3,1,39,1,0,1,4,2,3,4,4,3,8360,2300,2,1,1674,2300,1100,2,NA,NA,3,NA,NA,80,778,2,NA,1,2,2,2,1100,2300
"17660",47284,"45",3,1,17,2,0,1,4,NA,2,6,11,3,8360,2300,2,1,1674,2300,1100,NA,NA,NA,NA,NA,NA,80,778,2,NA,1,2,2,2,1100,2300
"17661",47284,"45",3,2,39,1,0,1,4,2,2,4,4,3,8360,2300,2,1,1674,2300,1100,2,NA,NA,3,NA,NA,80,778,2,NA,1,2,2,2,1100,2300
"17662",47288,"45",4,1,40,1,0,1,4,1,3,5,9,3,8082.5,2300,2,1,1674,2300,1100,1,4,2009,2,2005,44,80,778,2,NA,1,2,2,2,1100,2300
"17663",47288,"45",4,2,34,1,0,1,4,2,3,4,6,3,8082.5,2300,2,1,1674,2300,1100,2,NA,NA,4,1999,NA,80,778,2,NA,1,2,2,2,1100,2300
"17664",47292,"45",4,1,18,2,NA,1,4,2,2,5,9,2,5419.75,2300,2,1,1674,2300,1100,2,NA,NA,2,NA,NA,80,778,2,NA,1,2,2,2,1100,2300
"17665",47292,"45",4,2,22,2,NA,1,4,2,2,5,9,2,5419.75,2300,2,1,1674,2300,1100,2,NA,NA,1,NA,NA,80,778,2,NA,1,2,2,2,1100,2300
"17666",47292,"45",4,2,50,1,NA,1,4,2,3,4,5,2,5419.75,2300,2,1,1674,2300,1100,2,NA,NA,3,1996,NA,80,778,2,NA,1,2,2,2,1100,2300
"17667",47292,"45",4,1,49,1,NA,1,4,2,2,5,7,2,5419.75,2300,2,1,1674,2300,1100,2,NA,NA,3,1998,NA,80,778,2,NA,1,2,2,2,1100,2300
"17668",47296,"45",5,2,57,1,0,1,4,2,3,6,10,2,2021.2,2300,2,1,1674,2300,1100,2,NA,NA,3,NA,NA,80,778,2,NA,1,2,2,2,1100,2300
"17669",47296,"45",5,2,26,1,0,1,4,2,3,4,6,2,2021.2,2300,2,1,1674,2300,1100,2,NA,NA,2,2004,NA,80,778,2,NA,1,2,2,2,1100,2300
"17670",47296,"45",5,1,52,1,0,1,4,2,3,5,7,2,2021.2,2300,2,1,1674,2300,1100,2,NA,NA,3,NA,NA,80,778,2,NA,1,2,2,2,1100,2300
"17671",47296,"45",5,1,28,1,0,1,4,2,2,5,9,2,2021.2,2300,2,1,1674,2300,1100,2,NA,NA,2,2004,NA,80,778,2,NA,1,2,2,2,1100,2300
"17672",47300,"45",6,2,35,1,0,1,4,2,3,4,6,4,6406.33333333333,2300,2,1,1674,2300,1100,2,NA,NA,2,2000,NA,80,778,2,NA,1,2,2,2,1100,2300
"17673",47300,"45",6,2,60,1,0,1,4,2,4,4,6,4,6406.33333333333,2300,2,1,1674,2300,1100,2,NA,NA,3,NA,NA,80,778,2,NA,1,2,2,2,1100,2300
"17674",47300,"45",6,1,59,1,0,1,4,2,3,5,8,4,6406.33333333333,2300,2,1,1674,2300,1100,2,NA,NA,3,NA,NA,80,778,2,NA,1,2,2,2,1100,2300
"17675",47300,"45",6,1,35,1,0,1,4,2,3,5,9,4,6406.33333333333,2300,2,1,1674,2300,1100,2,NA,NA,2,2001,NA,80,778,2,NA,1,2,2,2,1100,2300
"17676",47304,"45",5,2,30,1,NA,1,4,2,3,4,6,3,3004.2,2300,2,1,1674,2300,1100,2,NA,NA,2,2003,NA,80,778,2,NA,1,2,2,2,1100,2300
"17677",47304,"45",5,1,30,1,NA,1,4,1,3,5,9,3,3004.2,2300,2,1,1674,2300,1100,1,5,2004,1,2004,44,80,778,2,NA,1,2,2,2,1100,2300
"17678",47308,"45",4,1,39,1,0,2,1,2,2,8,9,2,12971.5,2300,2,1,1674,2300,1100,2,NA,NA,3,NA,NA,80,778,2,NA,1,2,2,2,1100,2300
"17679",47308,"45",4,2,39,1,0,1,4,2,3,4,5,2,12971.5,2300,2,1,1674,2300,1100,2,NA,NA,3,NA,NA,80,778,2,NA,1,2,2,2,1100,2300
"17680",47312,"45",4,2,23,2,0,1,4,NA,1,8,13,2,4193.25,2300,2,1,1674,2300,1100,NA,NA,NA,NA,NA,NA,80,778,2,NA,1,2,2,2,1100,2300
"17681",47312,"45",4,1,47,1,0,1,4,1,2,8,13,2,4193.25,2300,2,1,1674,2300,1100,1,7,NA,3,2001,44,80,778,2,NA,1,2,2,2,1100,2300
"17682",47312,"45",4,1,25,2,0,1,4,NA,1,9,16,2,4193.25,2300,2,1,1674,2300,1100,NA,NA,NA,NA,NA,NA,80,778,2,NA,1,2,2,2,1100,2300
"17683",47312,"45",4,2,47,1,0,1,4,2,2,4,6,2,4193.25,2300,2,1,1674,2300,1100,2,NA,NA,3,1997,NA,80,778,2,NA,1,2,2,2,1100,2300
"17684",47316,"45",5,1,29,1,0,1,4,1,3,6,13,3,4866.2,2300,2,1,1674,2300,1100,1,4,2007,1,2007,44,80,778,2,NA,1,2,2,2,1100,2300
"17685",47316,"45",5,2,27,1,0,1,4,1,3,4,7,3,4866.2,2300,2,1,1674,2300,1100,1,4,2007,1,2007,NA,80,778,2,NA,1,2,2,2,1100,2300
"17686",47316,"45",5,1,59,1,0,1,4,1,4,4,6,3,4866.2,2300,2,1,1674,2300,1100,1,4,2006,3,2000,45,80,778,2,NA,1,2,2,2,1100,2300
"17687",47320,"45",5,1,22,1,0,1,4,1,2,5,9,3,2746.6,2300,2,1,1674,2300,1100,1,10,2009,1,2009,44,80,778,2,NA,1,2,2,2,1100,2300
"17688",47320,"45",5,1,59,1,0,1,4,2,3,5,8,3,2746.6,2300,2,1,1674,2300,1100,2,NA,NA,3,2007,45,80,778,2,NA,1,2,2,2,1100,2300
"17689",47320,"45",5,2,60,1,0,1,4,2,4,4,5,3,2746.6,2300,2,1,1674,2300,1100,2,NA,NA,3,NA,NA,80,778,2,NA,1,2,2,2,1100,2300
"17690",47320,"45",5,2,22,1,0,1,4,1,2,5,9,3,2746.6,2300,2,1,1674,2300,1100,1,6,2009,1,2009,NA,80,778,2,NA,1,2,2,2,1100,2300
"17691",47324,"45",5,1,32,1,0,1,4,1,3,4,6,2,3784.2,3000,2,1,1721,3000,1200,1,10,2008,1,2006,44,40,628,2,NA,2,1,2,2,1200,3000
"17692",47324,"45",5,2,29,1,0,1,4,2,3,4,6,2,3784.2,3000,2,1,1721,3000,1200,2,NA,NA,3,NA,NA,40,628,2,NA,2,1,2,2,1200,3000
"17693",47324,"45",5,1,59,1,0,1,4,2,4,4,4,2,3784.2,3000,2,1,1721,3000,1200,2,NA,NA,3,NA,NA,40,628,2,NA,2,1,2,2,1200,3000
"17694",47324,"45",5,2,55,1,0,1,4,2,4,4,3,2,3784.2,3000,2,1,1721,3000,1200,2,NA,NA,3,NA,NA,40,628,2,NA,2,1,2,2,1200,3000
"17695",47328,"45",3,1,25,2,0,1,4,2,2,8,12,2,6119.33333333333,3000,2,1,1721,3000,1200,2,NA,NA,3,NA,NA,40,628,2,NA,2,1,2,2,1200,3000
"17696",47328,"45",3,2,53,1,0,1,4,2,3,5,8,2,6119.33333333333,3000,2,1,1721,3000,1200,2,NA,NA,3,NA,NA,40,628,2,NA,2,1,2,2,1200,3000
"17697",47328,"45",3,1,52,1,0,1,4,2,2,6,10,2,6119.33333333333,3000,2,1,1721,3000,1200,2,NA,NA,3,NA,NA,40,628,2,NA,2,1,2,2,1200,3000
"17698",47332,"45",4,1,44,1,0,1,4,1,2,5,8,2,2944,3000,2,1,1721,3000,1200,1,4,2008,1,2000,45,40,628,2,NA,2,1,2,2,1200,3000
"17699",47332,"45",4,1,16,2,0,1,4,NA,2,5,9,2,2944,3000,2,1,1721,3000,1200,NA,NA,NA,NA,NA,NA,40,628,2,NA,2,1,2,2,1200,3000
"17700",47332,"45",4,2,43,1,0,1,4,2,3,4,5,2,2944,3000,2,1,1721,3000,1200,2,NA,NA,3,NA,NA,40,628,2,NA,2,1,2,2,1200,3000
"17701",47336,"45",5,2,23,1,0,1,4,2,2,5,9,3,2484,3000,2,1,1721,3000,1200,2,NA,NA,3,NA,NA,40,628,2,NA,2,1,2,2,1200,3000
"17702",47336,"45",5,2,20,2,0,1,4,2,2,5,9,3,2484,3000,2,1,1721,3000,1200,2,NA,NA,1,NA,NA,40,628,2,NA,2,1,2,2,1200,3000
"17703",47336,"45",5,1,45,1,0,1,4,2,3,4,5,3,2484,3000,2,1,1721,3000,1200,2,NA,NA,3,NA,NA,40,628,2,NA,2,1,2,2,1200,3000
"17704",47336,"45",5,1,23,1,0,1,4,1,2,5,9,3,2484,3000,2,1,1721,3000,1200,1,7,2009,2,2009,44,40,628,2,NA,2,1,2,2,1200,3000
"17705",47336,"45",5,2,44,1,0,1,4,2,3,4,5,3,2484,3000,2,1,1721,3000,1200,2,NA,NA,3,NA,NA,40,628,2,NA,2,1,2,2,1200,3000
"17706",47340,"45",3,2,56,1,0,1,4,2,3,4,4,2,7996.33333333333,3000,2,1,1721,3000,1200,2,NA,NA,3,NA,NA,40,628,2,NA,2,1,2,2,1200,3000
"17707",47340,"45",3,1,58,1,0,1,4,2,2,6,11,2,7996.33333333333,3000,2,1,1721,3000,1200,2,NA,NA,3,NA,NA,40,628,2,NA,2,1,2,2,1200,3000
"17708",47340,"45",3,1,24,2,0,4,1,NA,1,11,16,2,7996.33333333333,3000,2,1,1721,3000,1200,NA,NA,NA,1,NA,NA,40,628,2,NA,2,1,2,2,1200,3000
"17709",47344,"45",4,2,56,1,0,1,4,2,3,4,3,2,3269,3000,2,1,1721,3000,1200,2,NA,NA,3,NA,NA,40,628,2,NA,2,1,2,2,1200,3000
"17710",47344,"45",4,2,23,2,0,1,4,2,3,4,6,2,3269,3000,2,1,1721,3000,1200,2,NA,NA,2,NA,NA,40,628,2,NA,2,1,2,2,1200,3000
"17711",47344,"45",4,1,57,1,0,1,4,1,3,4,5,2,3269,3000,2,1,1721,3000,1200,1,2,2008,3,2008,45,40,628,2,NA,2,1,2,2,1200,3000
"17712",47348,"45",4,2,26,1,0,1,4,NA,2,5,9,3,5863.75,3000,2,1,1721,3000,1200,NA,NA,NA,2,NA,NA,40,628,2,NA,2,1,2,2,1200,3000
"17713",47348,"45",4,1,32,1,0,1,4,NA,3,4,6,3,5863.75,3000,2,1,1721,3000,1200,NA,NA,NA,2,NA,NA,40,628,2,NA,2,1,2,2,1200,3000
"17714",47352,"45",4,2,59,1,0,1,4,2,3,4,3,3,4172,3000,2,1,1721,3000,1200,2,NA,NA,3,NA,NA,40,628,2,NA,2,1,2,2,1200,3000
"17715",47352,"45",4,1,25,2,0,1,4,1,3,4,6,3,4172,3000,2,1,1721,3000,1200,1,1,2011,1,NA,44,40,628,2,NA,2,1,2,2,1200,3000
"17716",47352,"45",4,1,60,1,0,1,4,1,3,4,3,3,4172,3000,2,1,1721,3000,1200,1,1,2006,3,2004,45,40,628,2,NA,2,1,2,2,1200,3000
"17717",47352,"45",4,1,30,2,0,1,4,1,3,4,6,3,4172,3000,2,1,1721,3000,1200,1,4,2008,2,2008,44,40,628,2,NA,2,1,2,2,1200,3000
"17718",47356,"45",3,1,53,1,0,1,4,2,3,5,8,2,5899.33333333333,3000,2,1,1721,3000,1200,2,NA,NA,3,NA,NA,40,628,2,NA,2,1,2,2,1200,3000
"17719",47356,"45",3,1,21,2,0,1,4,1,2,5,9,2,5899.33333333333,3000,2,1,1721,3000,1200,1,2,2010,1,2010,44,40,628,2,NA,2,1,2,2,1200,3000
"17720",47356,"45",3,2,53,1,0,1,4,1,3,4,5,2,5899.33333333333,3000,2,1,1721,3000,1200,1,4,2008,3,1996,44,40,628,2,NA,2,1,2,2,1200,3000
"17721",47360,"45",3,2,58,1,0,1,4,2,3,4,4,2,3309.66666666667,3000,2,1,1721,3000,1200,2,NA,NA,3,NA,NA,40,628,2,NA,2,1,2,2,1200,3000
"17722",47360,"45",3,1,22,2,0,1,4,1,2,5,9,2,3309.66666666667,3000,2,1,1721,3000,1200,1,5,2010,1,2010,44,40,628,2,NA,2,1,2,2,1200,3000
"17723",47360,"45",3,1,60,1,0,1,4,2,2,5,8,2,3309.66666666667,3000,2,1,1721,3000,1200,2,NA,NA,3,NA,NA,40,628,2,NA,2,1,2,2,1200,3000
"17724",47364,"45",4,2,37,1,0,1,4,2,4,4,5,2,5802.5,NA,3,1,1713,NA,NA,2,NA,NA,3,NA,NA,13,623,2,NA,1,2,1,NA,NA,NA
"17725",47364,"45",4,1,17,2,0,1,4,NA,1,6,11,2,5802.5,NA,3,1,1713,NA,NA,NA,NA,NA,NA,NA,NA,13,623,2,NA,1,2,1,NA,NA,NA
"17726",47364,"45",4,1,36,1,0,1,4,1,3,5,9,2,5802.5,NA,3,1,1713,NA,NA,1,10,2005,1,2005,44,13,623,2,NA,1,2,1,NA,NA,NA
"17727",47368,"45",5,1,46,1,0,1,4,1,3,5,9,2,6054.4,NA,3,1,1713,NA,NA,1,8,2009,1,2002,44,13,623,2,NA,1,2,1,NA,NA,NA
"17728",47368,"45",5,2,45,1,0,1,4,2,4,4,6,2,6054.4,NA,3,1,1713,NA,NA,2,NA,NA,3,NA,NA,13,623,2,NA,1,2,1,NA,NA,NA
"17729",47368,"45",5,1,22,2,0,1,4,1,2,5,8,2,6054.4,NA,3,1,1713,NA,NA,1,9,2010,1,2009,44,13,623,2,NA,1,2,1,NA,NA,NA
"17730",47372,"45",4,1,23,1,0,1,4,1,2,5,9,2,8501,NA,3,1,1713,NA,NA,1,10,2004,1,2004,44,13,623,2,NA,1,2,1,NA,NA,NA
"17731",47372,"45",4,2,28,1,0,1,4,2,3,4,5,2,8501,NA,3,1,1713,NA,NA,2,NA,NA,3,NA,NA,13,623,2,NA,1,2,1,NA,NA,NA
"17732",47376,"45",5,2,51,1,0,1,4,2,3,5,9,2,6420,NA,3,1,1713,NA,NA,2,NA,NA,3,NA,NA,13,623,2,NA,1,2,1,NA,NA,NA
"17733",47376,"45",5,1,31,2,0,1,4,NA,4,1,NA,2,6420,NA,3,1,1713,NA,NA,NA,NA,NA,NA,NA,NA,13,623,2,NA,1,2,1,NA,NA,NA
"17734",47376,"45",5,2,25,1,0,1,4,1,2,8,14,2,6420,NA,3,1,1713,NA,NA,1,4,2008,2,2006,45,13,623,2,NA,1,2,1,NA,NA,NA
"17735",47376,"45",5,1,59,1,0,1,4,2,2,8,11,2,6420,NA,3,1,1713,NA,NA,2,NA,NA,3,NA,NA,13,623,2,NA,1,2,1,NA,NA,NA
"17736",47380,"45",5,2,42,1,0,1,4,2,4,4,6,2,4004,NA,3,1,1713,NA,NA,2,NA,NA,3,NA,NA,13,623,2,NA,1,2,1,NA,NA,NA
"17737",47380,"45",5,2,23,1,0,1,4,1,2,5,9,2,4004,NA,3,1,1713,NA,NA,1,5,2009,1,2006,44,13,623,2,NA,1,2,1,NA,NA,NA
"17738",47380,"45",5,1,26,1,0,1,4,1,2,5,10,2,4004,NA,3,1,1713,NA,NA,1,5,2009,1,2006,44,13,623,2,NA,1,2,1,NA,NA,NA
"17739",47380,"45",5,1,45,1,0,1,4,1,3,5,9,2,4004,NA,3,1,1713,NA,NA,1,3,2009,2,2003,44,13,623,2,NA,1,2,1,NA,NA,NA
"17740",47384,"45",2,2,50,4,0,NA,4,2,3,5,10,2,12074,NA,3,1,1713,NA,NA,2,NA,NA,4,1999,45,13,623,2,NA,1,2,1,NA,NA,NA
"17741",47384,"45",2,1,23,1,0,NA,4,1,2,6,12,2,12074,NA,3,1,1713,NA,NA,1,6,2009,1,2009,NA,13,623,2,NA,1,2,1,NA,NA,NA
"17742",47392,"45",4,2,30,1,0,1,4,2,3,4,6,2,5250.25,NA,3,1,1713,NA,NA,2,NA,NA,3,2003,NA,13,623,2,NA,1,2,1,NA,NA,NA
"17743",47392,"45",4,1,39,1,0,1,4,1,2,5,9,2,5250.25,NA,3,1,1713,NA,NA,1,NA,2009,1,2000,44,13,623,2,NA,1,2,1,NA,NA,NA
"17744",47396,"45",5,1,32,2,0,2,4,2,2,5,9,2,3689.6,NA,3,1,1713,NA,NA,2,NA,NA,3,NA,NA,13,623,2,NA,1,2,1,NA,NA,NA
"17745",47396,"45",5,1,28,2,0,3,4,2,2,9,16,2,3689.6,NA,3,1,1713,NA,NA,2,NA,NA,3,NA,NA,13,623,2,NA,1,2,1,NA,NA,NA
"17746",47396,"45",5,2,59,1,0,2,4,2,3,4,6,2,3689.6,NA,3,1,1713,NA,NA,2,NA,NA,3,NA,NA,13,623,2,NA,1,2,1,NA,NA,NA
"17747",47396,"45",5,2,34,2,0,2,4,2,2,5,9,2,3689.6,NA,3,1,1713,NA,NA,2,NA,NA,3,NA,NA,13,623,2,NA,1,2,1,NA,NA,NA
"17748",47400,"45",3,2,49,1,0,1,4,2,3,5,9,2,5262.66666666667,NA,3,1,1713,NA,NA,2,NA,NA,3,NA,NA,13,623,2,NA,1,2,1,NA,NA,NA
"17749",47400,"45",3,1,50,1,0,1,4,2,2,6,12,2,5262.66666666667,NA,3,1,1713,NA,NA,2,NA,NA,3,NA,NA,13,623,2,NA,1,2,1,NA,NA,NA
"17750",47404,"45",6,2,35,1,0,1,4,2,2,5,9,2,3112.16666666667,2100,2,1,719,2100,1300,2,NA,NA,3,NA,NA,20,525,2,NA,1,2,2,2,1300,2100
"17751",47404,"45",6,1,31,1,0,1,4,1,2,5,9,2,3112.16666666667,2100,2,1,719,2100,1300,1,11,2006,1,2006,44,20,525,2,NA,1,2,2,2,1300,2100
"17752",47408,"45",3,1,34,1,0,1,4,1,2,5,9,4,4284,2100,2,1,719,2100,1300,1,4,2008,1,2005,44,20,525,2,NA,1,2,2,2,1300,2100
"17753",47412,"45",4,2,34,1,0,1,4,1,2,5,9,2,3856.25,2100,2,1,719,2100,1300,1,3,2008,2,2008,44,20,525,2,NA,1,2,2,2,1300,2100
