"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","b6","c6","c11_1","c12","c32","d36aa","v1501","t101","t104","t116","t122","v1501.1","v1511","a16","a18","h28","h29","a19","a20","a17","a21"
"165",4424,"63",4,1,42,1,0,1,4,1,3,5,7,10,5773,7650,3,2,6210,605,7650,3500,1,8,2,NA,1,20,1,2
"166",4424,"63",4,2,40,1,0,1,4,2,4,1,NA,10,5773,7650,3,2,6210,605,7650,3500,1,3,2,NA,0,0,1,2
"167",4432,"63",4,1,38,1,0,1,4,1,3,5,7,10.1000003814697,10864.5,7650,3,2,6210,605,7650,3500,1,2,3,NA,2,15,1,2
"168",4432,"63",4,2,17,2,0,1,4,NA,3,5,8.5,10.1000003814697,10864.5,7650,3,2,6210,605,7650,3500,1,3,3,NA,0,0,1,2
"169",4432,"63",4,2,38,1,0,1,4,2,4,4,4,10.1000003814697,10864.5,7650,3,2,6210,605,7650,3500,1,1,3,NA,0,0,1,2
"170",4440,"63",2,2,59,1,1,1,4,2,2,1,NA,1.62000000476837,2940,3467,3,2,3400,439,3467,2370,1,30,4,6,0,0,1,1
"171",4448,"63",7,1,26,1,1,1,4,1,1,5,8,6,3106.28571428571,3467,3,2,3400,439,3467,2370,1,1,2,NA,1,15,1,2
"172",4448,"63",7,2,47,1,1,1,4,2,2,1,NA,6,3106.28571428571,3467,3,2,3400,439,3467,2370,1,5,2,NA,0,0,1,2
"173",4448,"63",7,2,24,1,1,1,4,2,1,5,8,6,3106.28571428571,3467,3,2,3400,439,3467,2370,1,3,2,NA,0,0,1,2
"174",4448,"63",7,1,48,1,1,1,4,1,1,5,8,6,3106.28571428571,3467,3,2,3400,439,3467,2370,1,3,2,NA,1,10,1,2
"175",4448,"63",7,1,24,1,1,1,4,1,1,5,8,6,3106.28571428571,3467,3,2,3400,439,3467,2370,1,3,2,NA,1,20,1,2
"176",4448,"63",7,2,25,1,1,1,4,2,1,5,8,6,3106.28571428571,3467,3,2,3400,439,3467,2370,1,1,2,NA,0,0,1,2
"177",4456,"63",5,2,49,1,1,1,4,2,2,5,6,9.43000030517578,1100.6,3467,3,2,3400,439,3467,2370,1,1,2,NA,0,0,1,2
"178",4456,"63",5,2,23,1,1,1,4,2,1,6,10,9.43000030517578,1100.6,3467,3,2,3400,439,3467,2370,1,3,2,NA,0,0,1,2
"179",4456,"63",5,1,23,1,1,1,4,1,1,5,6,9.43000030517578,1100.6,3467,3,2,3400,439,3467,2370,1,0,2,NA,3,NA,1,2
"180",4456,"63",5,1,48,1,1,1,4,2,1,6,10,9.43000030517578,1100.6,3467,3,2,3400,439,3467,2370,1,3,2,NA,2,NA,1,2
"181",4464,"63",5,1,46,1,1,1,4,1,3,4,5,14,5718.2,3467,3,2,3400,439,3467,2370,1,3,3,NA,1,15,1,2
"182",4464,"63",5,2,45,1,1,1,4,2,3,4,5,14,5718.2,3467,3,2,3400,439,3467,2370,1,2,3,NA,0,0,1,2
"183",4464,"63",5,2,21,2,1,1,4,NA,2,6,11,14,5718.2,3467,3,2,3400,439,3467,2370,1,3,3,NA,0,0,1,2
"184",4472,"63",4,1,42,1,1,1,4,1,3,5,8,7.19999980926514,4451.5,3467,3,2,3400,439,3467,2370,1,5,NA,NA,1,20,1,2
"185",4472,"63",4,2,41,1,1,1,4,2,4,1,NA,7.19999980926514,4451.5,3467,3,2,3400,439,3467,2370,1,8,NA,NA,0,0,1,2
"186",4480,"63",7,2,47,1,1,1,4,NA,4,1,NA,NA,3373,5010,3,2,981,314,5010,2680,1,35,3,NA,NA,NA,1,NA
"187",4480,"63",7,1,24,2,1,1,4,1,3,5,6,NA,3373,5010,3,2,981,314,5010,2680,1,20,3,NA,NA,30,1,NA
"188",4480,"63",7,1,26,1,1,1,4,1,3,5,3,NA,3373,5010,3,2,981,314,5010,2680,1,2,3,NA,1,30,1,NA
"189",4480,"63",7,1,58,1,1,1,4,NA,4,1,NA,NA,3373,5010,3,2,981,314,5010,2680,1,8,3,NA,NA,20,1,1
"190",4480,"63",7,2,24,1,1,1,4,1,3,5,6,NA,3373,5010,3,2,981,314,5010,2680,1,35,3,NA,NA,NA,1,NA
"191",4488,"63",5,1,49,1,1,1,4,2,4,5,9,6,5452.192,5010,3,2,981,314,5010,2680,1,3,2,NA,2,NA,1,1
"192",4488,"63",5,2,48,1,1,1,4,2,4,1,NA,6,5452.192,5010,3,2,981,314,5010,2680,1,2,2,NA,2,NA,1,NA
"193",4488,"63",5,1,23,2,1,4,2,1,1,11,16,6,5452.192,5010,3,2,981,314,5010,2680,1,NA,2,NA,NA,NA,1,NA
"194",4496,"63",6,1,41,1,1,1,2,1,3,6,12,6,2898.16666666667,5010,3,2,981,314,5010,2680,1,NA,4,1,NA,NA,1,2
"195",4496,"63",6,2,35,1,1,1,1,2,3,4,10,6,2898.16666666667,5010,3,2,981,314,5010,2680,1,NA,4,1,NA,NA,1,1
"196",4504,"63",5,2,53,1,1,1,4,NA,4,1,NA,5,3389.6,5010,3,2,981,314,5010,2680,1,20,3,NA,NA,NA,1,2
"197",4504,"63",5,1,56,1,1,1,4,NA,4,1,NA,5,3389.6,5010,3,2,981,314,5010,2680,1,60,3,NA,NA,NA,1,2
"198",4504,"63",5,1,29,1,1,1,4,1,3,5,9,5,3389.6,5010,3,2,981,314,5010,2680,1,2,3,NA,0.5,20,1,2
"199",4504,"63",5,2,26,1,1,1,4,1,3,5,9,5,3389.6,5010,3,2,981,314,5010,2680,1,5,3,NA,NA,NA,1,2
"200",4512,"63",6,2,39,1,1,1,1,1,3,5,9,5,3953.66666666667,5010,3,2,981,314,5010,2680,1,15,2,NA,NA,NA,1,2
"201",4512,"63",6,2,17,2,1,1,4,NA,2,6,9.5,5,3953.66666666667,5010,3,2,981,314,5010,2680,1,10,2,NA,NA,NA,1,2
"202",4512,"63",6,1,43,1,1,1,1,1,3,6,12,5,3953.66666666667,5010,3,2,981,314,5010,2680,1,15,2,NA,NA,20,1,2
"203",4520,"63",4,1,32,2,1,1,4,1,3,5,8,6,5431.75,5010,3,2,981,314,5010,2680,1,10,3,NA,1,10,1,2
"204",4520,"63",4,1,30,2,1,1,4,1,3,5,8,6,5431.75,5010,3,2,981,314,5010,2680,1,10,3,NA,1,10,1,2
"205",4528,"63",4,2,25,2,1,5,4,1,1,11,16,4,6755.75,5010,3,2,981,314,5010,2680,2,90,3,1,NA,NA,1,2
"206",4528,"63",4,1,22,2,1,1,4,NA,1,9,14.5,4,6755.75,5010,3,2,981,314,5010,2680,2,30,3,1,NA,NA,1,2
"207",4528,"63",4,1,49,1,1,1,4,1,3,5,9,4,6755.75,5010,3,2,981,314,5010,2680,2,30,3,1,1,40,1,1
"208",4528,"63",4,2,44,1,1,1,4,1,3,1,NA,4,6755.75,5010,3,2,981,314,5010,2680,2,180,3,1,NA,NA,1,2
"209",4536,"63",2,1,36,2,1,1,4,1,4,5,9,2.5,5598,5010,3,2,981,314,5010,2680,1,5,3,NA,0.5,10,1,2
"210",4544,"63",4,2,42,1,1,1,4,1,3,1,NA,NA,9366.5,5010,3,2,981,314,5010,2680,1,15,2,NA,NA,NA,1,2
"211",4544,"63",4,1,40,1,1,1,4,1,3,1,NA,NA,9366.5,5010,3,2,981,314,5010,2680,1,30,2,NA,1,NA,1,2
"212",4544,"63",4,2,17,2,1,1,4,1,1,6,9,NA,9366.5,5010,3,2,981,314,5010,2680,1,60,2,NA,NA,NA,1,1
"213",4544,"63",4,1,46,1,1,1,4,1,3,1,NA,NA,9366.5,5010,3,2,981,314,5010,2680,1,60,2,NA,1,0,1,1
"214",4552,"63",5,2,40,1,1,1,4,1,4,5,8,3,6037.6,4231,3,2,794,324,4231,1842,1,0,2,NA,NA,NA,1,2
"215",4552,"63",5,1,42,1,1,1,4,1,4,5,8,3,6037.6,4231,3,2,794,324,4231,1842,1,0,2,NA,NA,20,1,2
"216",4560,"63",5,2,26,1,1,1,4,1,2,5,8,4.5,18323.6,4231,3,2,794,324,4231,1842,1,0,2,NA,0,0,1,2
"217",4560,"63",5,1,27,1,1,1,4,1,2,5,8,4.5,18323.6,4231,3,2,794,324,4231,1842,1,0,2,NA,0,30,1,2
"218",4560,"63",5,1,56,1,1,1,1,NA,3,4,5,4.5,18323.6,4231,3,2,794,324,4231,1842,1,0,2,NA,3,30,1,2
"219",4560,"63",5,2,54,1,1,1,4,NA,4,1,0,4.5,18323.6,4231,3,2,794,324,4231,1842,1,10,2,NA,0,0,1,2
"220",4568,"63",5,2,58,4,1,NA,4,NA,4,1,NA,4.5,5449.8,4231,3,2,794,324,4231,1842,1,0,2,NA,NA,NA,1,1
"221",4568,"63",5,1,37,1,1,NA,1,1,2,6,11,4.5,5449.8,4231,3,2,794,324,4231,1842,1,0,2,NA,1,20,1,2
"222",4568,"63",5,2,37,1,1,NA,4,1,2,4,5,4.5,5449.8,4231,3,2,794,324,4231,1842,1,0,2,NA,1,NA,1,2
"223",4576,"63",5,2,55,1,1,1,4,2,4,2,0,4,10434.8,4231,3,2,794,324,4231,1842,1,0,2,NA,0,0,1,2
"224",4576,"63",5,1,26,1,1,1,4,1,1,4,5,4,10434.8,4231,3,2,794,324,4231,1842,1,0,2,NA,1,0,1,2
"225",4576,"63",5,1,58,1,1,1,4,2,2,5,8,4,10434.8,4231,3,2,794,324,4231,1842,1,0,2,NA,0,40,1,2
"226",4576,"63",5,2,24,1,1,1,4,1,1,5,8,4,10434.8,4231,3,2,794,324,4231,1842,1,0,2,NA,0,0,1,2
"227",4584,"63",5,2,56,1,1,1,4,1,3,1,0,3.5,8854.4,4231,3,2,794,324,4231,1842,1,10,2,NA,0,0,1,2
"228",4584,"63",5,1,57,1,1,1,4,1,3,6,10,3.5,8854.4,4231,3,2,794,324,4231,1842,1,10,2,NA,1,30,1,2
"229",4584,"63",5,2,30,1,1,1,4,2,2,5,8,3.5,8854.4,4231,3,2,794,324,4231,1842,1,0,2,NA,0,0,1,2
"230",4584,"63",5,1,32,1,1,1,4,1,2,5,8,3.5,8854.4,4231,3,2,794,324,4231,1842,1,0,2,NA,1,30,1,2
"231",4592,"63",4,2,46,1,1,1,1,1,4,5,8,1.89999997615814,5072.25,4231,3,2,794,324,4231,1842,1,0,2,NA,0,NA,1,2
"232",4592,"63",4,1,48,1,1,1,1,1,3,6,11,1.89999997615814,5072.25,4231,3,2,794,324,4231,1842,1,0,2,NA,0,0,1,1
"233",4592,"63",4,2,18,2,1,1,2,NA,1,9,12.5,1.89999997615814,5072.25,4231,3,2,794,324,4231,1842,1,0,2,NA,0,NA,1,2
"234",4592,"63",4,1,20,2,1,4,2,NA,1,10,14.5,1.89999997615814,5072.25,4231,3,2,794,324,4231,1842,1,0,2,NA,0,0,1,2
"235",4600,"63",5,1,28,1,1,1,4,1,2,5,8,3.09999990463257,7430.2,4231,3,2,794,324,4231,1842,1,0,2,NA,1,30,1,2
"236",4600,"63",5,2,27,1,1,1,4,2,2,5,8,3.09999990463257,7430.2,4231,3,2,794,324,4231,1842,1,0,2,NA,0,0,1,2
"237",4600,"63",5,2,47,1,1,1,4,2,4,1,0,3.09999990463257,7430.2,4231,3,2,794,324,4231,1842,1,20,2,NA,0,0,1,2
"238",4600,"63",5,1,49,1,1,1,4,1,4,5,8,3.09999990463257,7430.2,4231,3,2,794,324,4231,1842,1,0,2,NA,1,45,1,1
"239",4608,"63",5,1,31,1,1,1,4,1,2,5,7,5,15059.4,4231,3,2,794,324,4231,1842,1,0,2,NA,0,0,1,2
"240",4608,"63",5,2,27,1,1,1,4,1,2,5,7,5,15059.4,4231,3,2,794,324,4231,1842,1,0,2,NA,0,0,1,2
"241",4608,"63",5,2,56,1,1,1,4,2,3,1,0,5,15059.4,4231,3,2,794,324,4231,1842,1,10,2,NA,0,0,1,2
"242",4608,"63",5,1,55,1,1,1,4,2,4,6,9,5,15059.4,4231,3,2,794,324,4231,1842,1,0,2,NA,5,40,1,2
"243",4616,"63",7,1,49,1,1,1,4,2,3,5,8,2.70000004768372,3621.71428571429,4231,3,2,794,324,4231,1842,1,10,2,NA,0,10,1,1
"244",4616,"63",7,2,49,1,1,1,4,2,4,1,0,2.70000004768372,3621.71428571429,4231,3,2,794,324,4231,1842,1,15,2,NA,0,0,1,2
"245",4616,"63",7,1,24,2,1,1,4,1,2,5,8,2.70000004768372,3621.71428571429,4231,3,2,794,324,4231,1842,1,0,2,NA,0,0,1,2
"246",4616,"63",7,2,23,1,1,1,4,2,2,4,5,2.70000004768372,3621.71428571429,4231,3,2,794,324,4231,1842,1,0,2,NA,0,0,1,2
"247",4616,"63",7,1,28,1,1,1,4,1,2,5,8,2.70000004768372,3621.71428571429,4231,3,2,794,324,4231,1842,1,0,2,NA,0,0,1,2
"248",4624,"63",6,2,27,1,1,1,4,1,2,6,12,3.59999990463257,5290.33333333333,4231,3,2,794,324,4231,1842,1,0,2,2,NA,NA,1,2
"249",4624,"63",6,2,23,2,1,1,4,2,1,10,15,3.59999990463257,5290.33333333333,4231,3,2,794,324,4231,1842,1,0,2,2,NA,NA,1,2
"250",4624,"63",6,1,25,1,1,1,4,1,2,6,12,3.59999990463257,5290.33333333333,4231,3,2,794,324,4231,1842,1,0,2,2,1,20,1,2
"251",4624,"63",6,2,50,1,1,1,4,2,3,1,NA,3.59999990463257,5290.33333333333,4231,3,2,794,324,4231,1842,1,0,2,2,NA,NA,1,2
"252",4624,"63",6,1,55,1,1,1,1,1,3,5,8,3.59999990463257,5290.33333333333,4231,3,2,794,324,4231,1842,1,0,2,2,1,30,1,2
"253",4632,"63",7,2,49,1,1,1,4,2,4,1,NA,13,3993,4000,3,1,1080,160,4000,2000,2,0,2,NA,NA,NA,1,1
"254",4632,"63",7,1,29,1,1,1,4,1,3,5,8,13,3993,4000,3,1,1080,160,4000,2000,1,0,2,NA,NA,20,1,2
"255",4632,"63",7,2,27,1,1,1,1,2,3,6,12,13,3993,4000,3,1,1080,160,4000,2000,1,0,2,NA,NA,NA,1,2
"256",4632,"63",7,1,51,1,1,1,1,2,3,6,11,13,3993,4000,3,1,1080,160,4000,2000,1,7,2,NA,0.5,NA,1,2
"257",4632,"63",7,1,27,2,1,5,2,NA,1,11,17,13,3993,4000,3,1,1080,160,4000,2000,1,0,2,NA,NA,NA,1,2
"258",4640,"63",6,2,53,1,1,1,1,2,3,6,11,12,3441.16666666667,4000,3,1,1080,160,4000,2000,1,0,1,NA,0,0,2,2
"259",4640,"63",6,1,55,1,1,1,1,2,3,4,5,12,3441.16666666667,4000,3,1,1080,160,4000,2000,4,0,1,NA,1,20,1,2
"260",4640,"63",6,1,23,1,1,1,4,2,3,5,9,12,3441.16666666667,4000,3,1,1080,160,4000,2000,1,0,1,NA,1,20,1,2
"261",4640,"63",6,1,20,2,1,1,4,1,3,5,9,12,3441.16666666667,4000,3,1,1080,160,4000,2000,1,0,1,NA,1,20,1,2
"262",4640,"63",6,2,23,1,1,1,4,2,3,5,9,12,3441.16666666667,4000,3,1,1080,160,4000,2000,1,0,1,NA,0,0,1,2
"263",4648,"63",4,2,48,1,1,1,4,2,4,1,NA,9.60000038146973,6978,4000,3,1,1080,160,4000,2000,1,0,2,NA,0,0,1,2
"264",4648,"63",4,1,28,3,1,1,4,1,1,5,8,9.60000038146973,6978,4000,3,1,1080,160,4000,2000,1,0,2,NA,0,4,1,2
"265",4648,"63",4,2,20,2,1,1,4,1,1,5,8,9.60000038146973,6978,4000,3,1,1080,160,4000,2000,1,0,2,NA,0,0,1,2
"266",4648,"63",4,1,49,1,1,1,1,2,4,5,8,9.60000038146973,6978,4000,3,1,1080,160,4000,2000,4,200,2,NA,0,0,2,2
"267",4656,"63",4,1,45,1,1,1,1,2,4,2,NA,8.5,4020,4000,3,1,1080,160,4000,2000,3,20,2,NA,0.5,NA,1,2
"268",4656,"63",4,2,45,1,0,1,4,2,4,2,NA,8.5,4020,4000,3,1,1080,160,4000,2000,3,30,2,NA,0.5,NA,1,2
"269",4656,"63",4,1,19,2,0,1,4,1,3,5,9,8.5,4020,4000,3,1,1080,160,4000,2000,1,NA,2,NA,NA,NA,1,2
"270",4656,"63",4,1,20,2,0,1,4,1,3,5,9,8.5,4020,4000,3,1,1080,160,4000,2000,1,45,2,NA,0.5,NA,1,2
"271",4664,"63",4,2,35,1,1,1,4,2,4,2,NA,7.59999990463257,6191,4000,3,1,1080,160,4000,2000,1,30,3,NA,1,NA,1,2
"272",4664,"63",4,1,36,1,1,1,4,1,4,2,NA,7.59999990463257,6191,4000,3,1,1080,160,4000,2000,1,0,3,NA,2,20,1,2
"273",4672,"63",5,1,58,1,1,1,1,1,4,5,NA,6.40000009536743,5792.2,4000,3,1,1080,160,4000,2000,3,18,2,NA,1,20,1,1
"274",4672,"63",5,1,32,3,1,1,4,1,3,4,NA,6.40000009536743,5792.2,4000,3,1,1080,160,4000,2000,3,0,2,NA,NA,NA,1,NA
"275",4672,"63",5,2,57,1,1,1,4,2,4,1,NA,6.40000009536743,5792.2,4000,3,1,1080,160,4000,2000,3,100,2,NA,NA,NA,1,NA
"276",4680,"63",4,2,53,1,1,1,4,NA,4,1,NA,7,5813.75,4000,3,1,1080,160,4000,2000,1,0,2,NA,NA,NA,1,2
"277",4680,"63",4,1,24,1,1,1,4,1,3,5,9,7,5813.75,4000,3,1,1080,160,4000,2000,1,0,2,NA,NA,20,1,2
"278",4680,"63",4,1,56,1,1,1,4,NA,4,4,3,7,5813.75,4000,3,1,1080,160,4000,2000,1,0,2,NA,NA,20,1,2
"279",4688,"63",5,2,29,1,1,1,4,1,3,4,6,8.5,2761.2,4000,3,1,1080,160,4000,2000,1,10,2,NA,NA,NA,1,2
"280",4688,"63",5,2,59,1,1,1,4,2,4,1,NA,8.5,2761.2,4000,3,1,1080,160,4000,2000,1,30,2,NA,NA,NA,1,2
"281",4688,"63",5,1,29,1,1,1,4,1,3,4,6,8.5,2761.2,4000,3,1,1080,160,4000,2000,1,0,2,NA,0.5,20,1,2
"282",4696,"63",4,1,49,1,1,1,4,1,3,4,5,6.80000019073486,5000.75,4000,3,1,1080,160,4000,2000,1,0,2,NA,NA,NA,1,2
"283",4696,"63",4,2,16,2,0,1,4,NA,2,5,8.5,6.80000019073486,5000.75,4000,3,1,1080,160,4000,2000,1,0,2,NA,NA,NA,1,NA
"284",4696,"63",4,2,41,1,0,1,4,2,4,1,NA,6.80000019073486,5000.75,4000,3,1,1080,160,4000,2000,1,0,2,NA,NA,NA,1,2
"285",4696,"63",4,1,18,2,0,1,4,NA,2,11,12.5,6.80000019073486,5000.75,4000,3,1,1080,160,4000,2000,1,0,2,NA,NA,NA,1,2
"286",4704,"63",5,2,59,1,1,1,4,NA,4,1,NA,8,5113.6,4000,3,1,1080,160,4000,2000,4,0,1,NA,NA,NA,2,2
"287",4704,"63",5,2,24,1,0,1,4,1,3,6,11,8,5113.6,4000,3,1,1080,160,4000,2000,1,0,1,NA,NA,NA,1,2
"288",4704,"63",5,1,31,1,1,1,4,1,3,2,NA,8,5113.6,4000,3,1,1080,160,4000,2000,1,0,1,NA,1,NA,1,2
"289",4712,"63",6,1,27,1,1,1,4,1,3,5,8,14.8999996185303,8843.33333333333,4800,3,1,3871,354,4800,2250,1,0,2,NA,1,7,1,2
"290",4712,"63",6,2,25,1,1,1,4,2,3,5,8,14.8999996185303,8843.33333333333,4800,3,1,3871,354,4800,2250,1,0,2,NA,NA,NA,1,2
"291",4712,"63",6,1,50,1,1,1,1,1,3,5,9,14.8999996185303,8843.33333333333,4800,3,1,3871,354,4800,2250,1,0,2,NA,NA,10,1,2
"292",4712,"63",6,2,49,1,1,1,4,2,4,2,NA,14.8999996185303,8843.33333333333,4800,3,1,3871,354,4800,2250,1,0,2,NA,NA,NA,1,2
"293",4720,"63",4,1,44,1,1,1,4,1,3,4,3,12.6999998092651,7593.25,4800,3,1,3871,354,4800,2250,1,0,3,NA,1,10,1,2
"294",4720,"63",4,2,35,1,1,1,4,2,4,4,3,12.6999998092651,7593.25,4800,3,1,3871,354,4800,2250,1,0,3,NA,NA,NA,1,2
"295",4728,"63",6,1,50,1,1,1,4,2,3,5,8,21.7000007629395,5056.66666666667,4800,3,1,3871,354,4800,2250,1,0,2,NA,NA,20,1,2
"296",4728,"63",6,1,30,1,1,1,4,1,2,5,8,21.7000007629395,5056.66666666667,4800,3,1,3871,354,4800,2250,1,0,2,NA,NA,20,1,2
"297",4728,"63",6,2,29,1,1,1,4,2,2,5,8,21.7000007629395,5056.66666666667,4800,3,1,3871,354,4800,2250,1,0,2,NA,NA,NA,1,2
"298",4728,"63",6,2,50,1,1,1,4,2,4,1,NA,21.7000007629395,5056.66666666667,4800,3,1,3871,354,4800,2250,1,0,2,NA,NA,NA,1,2
"299",4736,"63",6,1,47,1,1,1,1,1,4,4,5,32.2000007629395,5081.16666666667,4800,3,1,3871,354,4800,2250,1,0,2,NA,NA,20,1,2
"300",4736,"63",6,2,21,1,1,1,4,NA,2,5,9,32.2000007629395,5081.16666666667,4800,3,1,3871,354,4800,2250,1,3,2,NA,NA,NA,1,2
"301",4736,"63",6,2,45,1,1,1,4,NA,4,4,1,32.2000007629395,5081.16666666667,4800,3,1,3871,354,4800,2250,3,0,2,NA,NA,NA,1,2
"302",4736,"63",6,1,21,1,1,1,4,1,2,6,10,32.2000007629395,5081.16666666667,4800,3,1,3871,354,4800,2250,1,0,2,NA,NA,10,1,2
"303",4744,"63",4,1,39,2,1,1,4,1,3,4,6,14,4212.25,4800,3,1,3871,354,4800,2250,1,0,3,NA,NA,20,1,2
"304",4744,"63",4,1,41,2,1,1,4,2,3,5,10,14,4212.25,4800,3,1,3871,354,4800,2250,1,0,3,NA,NA,20,1,2
"305",4752,"63",4,1,50,1,1,3,4,1,3,4,5,22,7822.75,4800,3,1,3871,354,4800,2250,2,120,2,NA,0,20,1,2
"306",4752,"63",4,2,47,1,1,1,4,2,4,1,NA,22,7822.75,4800,3,1,3871,354,4800,2250,4,60,2,NA,0,0,1,2
"307",4760,"63",5,1,16,2,1,1,4,NA,2,5,8.5,23.5,4854.2,4800,3,1,3871,354,4800,2250,1,0,1,NA,NA,NA,1,2
"308",4760,"63",5,2,39,1,1,1,4,2,4,1,NA,23.5,4854.2,4800,3,1,3871,354,4800,2250,3,0,1,NA,0.5,NA,1,2
"309",4760,"63",5,1,45,1,1,1,4,1,4,2,NA,23.5,4854.2,4800,3,1,3871,354,4800,2250,3,0,1,NA,1,20,1,1
"310",4768,"63",5,1,30,1,1,1,4,1,3,6,8.5,19,6964.4,4800,3,1,3871,354,4800,2250,1,0,2,NA,1,5,2,2
"311",4768,"63",5,2,56,1,1,1,4,NA,4,1,0,19,6964.4,4800,3,1,3871,354,4800,2250,4,20,2,NA,NA,NA,1,2
"312",4768,"63",5,2,26,1,1,1,4,1,3,5,9,19,6964.4,4800,3,1,3871,354,4800,2250,2,0,2,NA,NA,NA,1,2
"313",4768,"63",5,1,57,1,1,1,4,NA,4,4,6,19,6964.4,4800,3,1,3871,354,4800,2250,4,0,2,NA,NA,NA,1,2
"314",4776,"63",6,2,35,1,1,1,4,2,4,5,6,27.2000007629395,4456.83333333333,4800,3,1,3871,354,4800,2250,1,0,3,NA,NA,NA,1,2
"315",4776,"63",6,1,40,1,1,1,4,1,4,5,7,27.2000007629395,4456.83333333333,4800,3,1,3871,354,4800,2250,1,0,3,NA,1,10,1,2
"316",4784,"63",4,2,36,1,1,1,4,2,2,5,8,7.30000019073486,9261,4800,3,1,3871,354,4800,2250,1,0,2,NA,NA,NA,1,2
"317",4784,"63",4,1,37,1,1,1,1,1,2,5,8,7.30000019073486,9261,4800,3,1,3871,354,4800,2250,1,0,2,NA,2,20,1,2
"318",4792,"63",4,1,54,1,1,1,1,1,2,5,8,6,3354.5,5200,3,2,1213,205,5200,3000,4,150,2,NA,0,0,3,2
"319",4792,"63",4,2,24,2,1,1,2,1,1,10,16,6,3354.5,5200,3,2,1213,205,5200,3000,1,0,2,NA,0,0,1,NA
"320",4792,"63",4,1,22,2,1,1,4,NA,1,9,16,6,3354.5,5200,3,2,1213,205,5200,3000,1,0,2,NA,0,0,1,2
"321",4792,"63",4,2,49,1,1,1,4,2,3,2,1,6,3354.5,5200,3,2,1213,205,5200,3000,1,0,2,NA,0,0,1,2
"322",4800,"63",5,2,24,1,0,1,4,2,3,4,6,60.5999984741211,1937.8,5316,3,1,25890,427,5316,3600,1,NA,2,NA,NA,NA,1,2
"323",4800,"63",5,1,21,2,0,1,4,2,3,5,9,60.5999984741211,1937.8,5316,3,1,25890,427,5316,3600,1,NA,2,NA,NA,NA,1,2
"324",4800,"63",5,2,44,4,0,1,4,2,4,1,NA,60.5999984741211,1937.8,5316,3,1,25890,427,5316,3600,1,NA,2,NA,NA,NA,1,2
"325",4800,"63",5,1,24,1,0,1,4,2,2,5,9,60.5999984741211,1937.8,5316,3,1,25890,427,5316,3600,1,NA,2,NA,1,20,1,2
"326",4808,"63",5,2,43,1,0,1,4,2,4,1,NA,25,6012,5316,3,1,25890,427,5316,3600,1,NA,2,NA,NA,NA,1,2
"327",4808,"63",5,1,41,1,0,1,1,2,3,4,5,25,6012,5316,3,1,25890,427,5316,3600,1,NA,2,NA,1,20,1,2
"328",4808,"63",5,1,18,2,0,1,NA,NA,2,5,8.5,25,6012,5316,3,1,25890,427,5316,3600,1,NA,2,NA,NA,NA,1,2
"329",4816,"63",7,2,24,1,0,1,4,2,3,5,9,38,1389.14285714286,5316,3,1,25890,427,5316,3600,1,NA,4,1,NA,NA,1,2
"330",4816,"63",7,1,25,1,0,1,4,2,3,5,9,38,1389.14285714286,5316,3,1,25890,427,5316,3600,1,NA,4,1,NA,NA,1,2
"331",4816,"63",7,1,58,1,0,1,4,2,3,4,6,38,1389.14285714286,5316,3,1,25890,427,5316,3600,1,NA,4,1,NA,20,1,2
"332",4816,"63",7,2,53,1,0,1,4,2,4,1,NA,38,1389.14285714286,5316,3,1,25890,427,5316,3600,1,NA,4,1,NA,NA,1,2
"333",4824,"63",3,1,26,1,0,1,4,2,3,4,6,25,6816.66666666667,5316,3,1,25890,427,5316,3600,2,NA,2,NA,NA,20,1,2
"334",4824,"63",3,2,29,1,0,1,4,2,4,4,6,25,6816.66666666667,5316,3,1,25890,427,5316,3600,2,NA,2,NA,NA,NA,1,2
"335",4832,"63",2,2,58,1,1,1,4,2,4,1,NA,27.7999992370605,20247.5,5316,3,1,25890,427,5316,3600,4,25,2,NA,NA,NA,1,2
"336",4832,"63",2,1,59,1,1,1,1,2,3,4,6,27.7999992370605,20247.5,5316,3,1,25890,427,5316,3600,1,NA,2,NA,1,20,1,2
"337",4840,"63",4,1,37,1,0,1,4,2,3,1,NA,20.1000003814697,10251.25,5316,3,1,25890,427,5316,3600,2,10,2,NA,NA,20,1,2
"338",4840,"63",4,2,35,1,0,1,4,2,3,4,6,20.1000003814697,10251.25,5316,3,1,25890,427,5316,3600,1,NA,2,NA,NA,NA,1,2
"339",4848,"63",3,2,27,1,0,1,4,2,4,1,NA,26.2000007629395,5966.33333333333,5316,3,1,25890,427,5316,3600,2,10,2,NA,NA,NA,1,2
"340",4848,"63",3,1,27,1,0,1,4,2,2,6,12,26.2000007629395,5966.33333333333,5316,3,1,25890,427,5316,3600,1,NA,2,NA,1,20,NA,2
"341",4856,"63",4,1,49,1,0,1,1,2,3,4,NA,35.5,5548.5,5316,3,1,25890,427,5316,3600,1,NA,NA,NA,NA,20,1,2
"342",4856,"63",4,2,45,1,0,1,4,2,4,2,NA,35.5,5548.5,5316,3,1,25890,427,5316,3600,2,10,NA,NA,NA,NA,1,2
"343",4864,"63",5,2,21,2,0,1,4,NA,3,6,11,28.7999992370605,6148.8,5316,3,1,25890,427,5316,3600,1,NA,3,NA,NA,NA,1,2
