"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","c6","c11_1","c12","c32","d36aa","v1501","t101","t104","t116","t122","v1501.1","v1511","b6","b6_1","b6_2","b13_1","b13_2","b13_3","b13_4","b14","b15","b15_1","b15_2","n1_3","n1_3_1","e30","e31","e32","e33","e38"
"125",1082,"63",4,1,41,1,1,1,4,1,4,3,12.1999998092651,12750,6439,3,2,3780,272,6439,3000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",1082,"63",4,2,18,2,1,1,2,1,5,7,12.1999998092651,12750,6439,3,2,3780,272,6439,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1084,"63",5,2,22,2,1,1,4,1,4,5,18.7000007629395,3618.4,6439,3,2,3780,272,6439,3000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",1084,"63",5,2,43,1,1,1,4,2,4,3,18.7000007629395,3618.4,6439,3,2,3780,272,6439,3000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",1084,"63",5,1,48,1,1,1,4,1,5,7,18.7000007629395,3618.4,6439,3,2,3780,272,6439,3000,1,2,70,2007,5,NA,NA,NA,2007,1,5,1500,1300,1,63,6,15,NA
"130",1084,"63",5,1,20,2,1,1,4,1,4,5,18.7000007629395,3618.4,6439,3,2,3780,272,6439,3000,1,4,70,2010,5,NA,NA,NA,2010,1,5,600,5000,1,63,6,15,NA
"131",1086,"63",4,1,25,2,1,1,4,1,5,7,13.3999996185303,9363.5,6439,3,2,3780,272,6439,3000,1,5,56,2009,7,NA,NA,4,2009,1,7,10560,9200,1,63,6,10,NA
"132",1086,"63",4,2,45,1,1,1,4,2,5,7,13.3999996185303,9363.5,6439,3,2,3780,272,6439,3000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",1086,"63",4,1,50,1,1,1,4,1,5,8,13.3999996185303,9363.5,6439,3,2,3780,272,6439,3000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",1086,"63",4,1,23,2,1,1,4,1,8,13,13.3999996185303,9363.5,6439,3,2,3780,272,6439,3000,1,12,60,2009,7,NA,NA,4,2009,2,7,29000,20318,1,63,6,10,NA
"135",1088,"63",6,1,48,1,1,1,4,3,5,7,20.1000003814697,4036,6439,3,2,3780,272,6439,3000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",1088,"63",6,2,21,1,1,1,4,1,5,8,20.1000003814697,4036,6439,3,2,3780,272,6439,3000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",1088,"63",6,2,44,1,1,1,4,1,4,3,20.1000003814697,4036,6439,3,2,3780,272,6439,3000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",1088,"63",6,1,22,1,1,1,4,1,5,8,20.1000003814697,4036,6439,3,2,3780,272,6439,3000,1,9,56,2009,6,NA,NA,1,2009,2,6,10200,3000,1,63,6,10,NA
"139",1088,"63",6,1,24,2,1,1,4,2,5,8,20.1000003814697,4036,6439,3,2,3780,272,6439,3000,1,4,56,2009,5,NA,NA,1,2009,2,6,4600,1800,1,63,6,10,NA
"140",1090,"63",5,1,49,1,1,1,4,1,5,8,5.40000009536743,10500.4,4200,3,2,3700,410,4200,2600,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",1090,"63",5,1,24,1,1,1,4,1,5,8,5.40000009536743,10500.4,4200,3,2,3700,410,4200,2600,1,9,70,2009,5,NA,NA,NA,2009,1,6,21000,13700,1,63,2,5,NA
"142",1090,"63",5,1,23,2,1,1,4,1,6,11,5.40000009536743,10500.4,4200,3,2,3700,410,4200,2600,1,6,70,2010,5,NA,NA,NA,2010,1,5,8400,5000,1,63,2,15,NA
"143",1090,"63",5,2,21,1,1,1,4,1,5,7,5.40000009536743,10500.4,4200,3,2,3700,410,4200,2600,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",1090,"63",5,2,48,1,1,1,4,2,5,7,5.40000009536743,10500.4,4200,3,2,3700,410,4200,2600,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",1092,"63",3,1,43,1,1,1,4,1,5,7,10.3999996185303,11276.6666666667,4200,3,2,3700,410,4200,2600,1,8,60,2009,5,NA,NA,NA,2009,1,5,16500,16000,1,63,6,6,NA
"146",1092,"63",3,2,41,1,1,1,4,2,4,3,10.3999996185303,11276.6666666667,4200,3,2,3700,410,4200,2600,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",1092,"63",3,1,21,2,1,1,4,1,5,8,10.3999996185303,11276.6666666667,4200,3,2,3700,410,4200,2600,1,12,60,2010,6,NA,NA,NA,2010,1,5,22300,16080,1,63,6,15,NA
"148",1094,"63",4,2,16,2,1,1,4,1,5,7.5,7.5,5258.5,4200,3,2,3700,410,4200,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",1094,"63",4,1,39,1,1,1,4,1,4,5,7.5,5258.5,4200,3,2,3700,410,4200,2600,1,12,70,2010,6,NA,NA,NA,2010,2,6,23000,14695,1,63,6,10,NA
"150",1094,"63",4,2,36,1,1,1,4,2,1,NA,7.5,5258.5,4200,3,2,3700,410,4200,2600,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",1096,"63",3,1,26,1,0,1,4,2,5,8,1.29999995231628,3033.33333333333,4200,3,2,3700,410,4200,2600,1,9,70,2009,5,NA,NA,NA,2009,2,5,20000,9000,1,63,6,10,NA
"152",1096,"63",3,2,26,1,1,1,4,1,5,8,1.29999995231628,3033.33333333333,4200,3,2,3700,410,4200,2600,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",1098,"63",4,2,43,1,1,1,4,2,4,3,5.19999980926514,2153.75,4200,3,2,3700,410,4200,2600,1,NA,NA,2004,5,NA,NA,NA,2004,2,5,NA,NA,NA,NA,NA,NA,NA
"154",1098,"63",4,1,21,2,1,1,2,1,11,13,5.19999980926514,2153.75,4200,3,2,3700,410,4200,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",1098,"63",4,2,17,2,1,1,2,1,6,8,5.19999980926514,2153.75,4200,3,2,3700,410,4200,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",1098,"63",4,1,43,1,1,1,1,1,4,5,5.19999980926514,2153.75,4200,3,2,3700,410,4200,2600,1,10,70,NA,NA,NA,NA,NA,NA,NA,NA,11500,8350,1,63,6,10,NA
"157",1100,"63",3,2,38,1,1,1,4,2,1,NA,10,17802.6666666667,7650,3,2,6210,605,7650,3500,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",1100,"63",3,1,43,1,1,1,4,1,4,3,10,17802.6666666667,7650,3,2,6210,605,7650,3500,1,12,70,2010,5,NA,NA,4,2010,2,5,22400,19830,1,63,6,3,120
"159",1102,"63",4,1,48,1,1,1,4,3,5,7,8.39999961853027,9575.5,7650,3,2,6210,605,7650,3500,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",1102,"63",4,2,45,1,1,1,4,3,1,NA,8.39999961853027,9575.5,7650,3,2,6210,605,7650,3500,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",1104,"63",4,2,39,1,0,1,4,3,1,NA,10.5,4831.25,7650,3,2,6210,605,7650,3500,1,1,70,2011,6,NA,NA,4,NA,NA,NA,1000,700,1,63,6,1,20
"162",1104,"63",4,1,18,2,0,1,4,3,5,8,10.5,4831.25,7650,3,2,6210,605,7650,3500,1,7,70,2011,6,NA,NA,4,NA,NA,NA,4500,1900,1,63,6,15,200
"163",1104,"63",4,1,40,1,0,1,4,3,5,7,10.5,4831.25,7650,3,2,6210,605,7650,3500,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",1104,"63",4,2,17,2,0,1,4,3,6,8.5,10.5,4831.25,7650,3,2,6210,605,7650,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",1106,"63",4,1,42,1,0,1,4,3,5,7,10,5773,7650,3,2,6210,605,7650,3500,1,3.4,70,2011,6,NA,NA,4,NA,NA,NA,7000,1600,1,63,6,1,100
"166",1106,"63",4,2,40,1,0,1,4,4,1,NA,10,5773,7650,3,2,6210,605,7650,3500,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",1108,"63",4,1,38,1,0,1,4,3,5,7,10.1000003814697,10864.5,7650,3,2,6210,605,7650,3500,1,3,70,2011,6,NA,NA,4,NA,NA,NA,34000,32000,1,63,6,5,100
"168",1108,"63",4,2,17,2,0,1,4,3,5,8.5,10.1000003814697,10864.5,7650,3,2,6210,605,7650,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",1108,"63",4,2,38,1,0,1,4,4,4,4,10.1000003814697,10864.5,7650,3,2,6210,605,7650,3500,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",1110,"63",2,2,59,1,1,1,4,2,1,NA,1.62000000476837,2940,3467,3,2,3400,439,3467,2370,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",1112,"63",7,1,26,1,1,1,4,1,5,8,6,3106.28571428571,3467,3,2,3400,439,3467,2370,1,6,70,2011,6,NA,NA,1,NA,NA,NA,10000,5000,1,63,2,5,200
"172",1112,"63",7,2,47,1,1,1,4,2,1,NA,6,3106.28571428571,3467,3,2,3400,439,3467,2370,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",1112,"63",7,2,24,1,1,1,4,1,5,8,6,3106.28571428571,3467,3,2,3400,439,3467,2370,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",1112,"63",7,1,48,1,1,1,4,1,5,8,6,3106.28571428571,3467,3,2,3400,439,3467,2370,1,1,60,2011,5,NA,NA,4,NA,NA,NA,1000,750,1,63,6,5,40
"175",1112,"63",7,1,24,1,1,1,4,1,5,8,6,3106.28571428571,3467,3,2,3400,439,3467,2370,1,3,70,2011,6,NA,NA,1,NA,NA,NA,16000,2000,1,63,2,5,150
"176",1112,"63",7,2,25,1,1,1,4,1,5,8,6,3106.28571428571,3467,3,2,3400,439,3467,2370,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",1114,"63",5,2,49,1,1,1,4,2,5,6,9.43000030517578,1100.6,3467,3,2,3400,439,3467,2370,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",1114,"63",5,2,23,1,1,1,4,1,6,10,9.43000030517578,1100.6,3467,3,2,3400,439,3467,2370,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",1114,"63",5,1,23,1,1,1,4,1,5,6,9.43000030517578,1100.6,3467,3,2,3400,439,3467,2370,1,1.5,75,2011,5,NA,NA,1,NA,NA,NA,4000,3300,1,63,2,4,200
"180",1114,"63",5,1,48,1,1,1,4,1,6,10,9.43000030517578,1100.6,3467,3,2,3400,439,3467,2370,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",1116,"63",5,1,46,1,1,1,4,3,4,5,14,5718.2,3467,3,2,3400,439,3467,2370,1,9,70,2011,6,NA,NA,1,NA,NA,NA,45000,40000,1,63,6,3,200
"182",1116,"63",5,2,45,1,1,1,4,3,4,5,14,5718.2,3467,3,2,3400,439,3467,2370,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",1116,"63",5,2,21,2,1,1,4,2,6,11,14,5718.2,3467,3,2,3400,439,3467,2370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",1118,"63",4,1,42,1,1,1,4,3,5,8,7.19999980926514,4451.5,3467,3,2,3400,439,3467,2370,1,2.5,70,2011,6,NA,NA,4,NA,NA,NA,2000,1500,1,63,6,4,50
"185",1118,"63",4,2,41,1,1,1,4,4,1,NA,7.19999980926514,4451.5,3467,3,2,3400,439,3467,2370,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",1120,"63",7,2,47,1,1,1,4,4,1,NA,NA,3373,5010,3,2,981,314,5010,2680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",1120,"63",7,1,24,2,1,1,4,3,5,6,NA,3373,5010,3,2,981,314,5010,2680,1,6,60,2008,5,NA,NA,2,NA,NA,NA,5000,NA,NA,63,2,8,200
"188",1120,"63",7,1,26,1,1,1,4,3,5,3,NA,3373,5010,3,2,981,314,5010,2680,1,6,60,2007,5,NA,NA,2,2006,2,5,5000,NA,NA,63,2,8,200
"189",1120,"63",7,1,58,1,1,1,4,4,1,NA,NA,3373,5010,3,2,981,314,5010,2680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",1120,"63",7,2,24,1,1,1,4,3,5,6,NA,3373,5010,3,2,981,314,5010,2680,1,6,60,2011,5,NA,NA,2,NA,NA,NA,8000,NA,NA,63,2,11,200
"191",1122,"63",5,1,49,1,1,1,4,4,5,9,6,5452.192,5010,3,2,981,314,5010,2680,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",1122,"63",5,2,48,1,1,1,4,4,1,NA,6,5452.192,5010,3,2,981,314,5010,2680,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",1122,"63",5,1,23,2,1,4,2,1,11,16,6,5452.192,5010,3,2,981,314,5010,2680,1,12,56,2011,2,NA,NA,1,NA,2,3,16800,NA,1,63,2,11,300
"194",1124,"63",6,1,41,1,1,1,2,3,6,12,6,2898.16666666667,5010,3,2,981,314,5010,2680,1,7,70,1995,6,NA,NA,NA,NA,NA,NA,15000,10000,NA,63,2,NA,1000
"195",1124,"63",6,2,35,1,1,1,1,3,4,10,6,2898.16666666667,5010,3,2,981,314,5010,2680,2,NA,NA,NA,NA,NA,NA,2,1995,3,5,NA,NA,NA,NA,NA,NA,NA
"196",1126,"63",5,2,53,1,1,1,4,4,1,NA,5,3389.6,5010,3,2,981,314,5010,2680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",1126,"63",5,1,56,1,1,1,4,4,1,NA,5,3389.6,5010,3,2,981,314,5010,2680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",1126,"63",5,1,29,1,1,1,4,3,5,9,5,3389.6,5010,3,2,981,314,5010,2680,1,7,56,2009,5,NA,NA,2,2009,2,5,NA,NA,NA,63,3,8,900
"199",1126,"63",5,2,26,1,1,1,4,3,5,9,5,3389.6,5010,3,2,981,314,5010,2680,1,7,56,2010,5,NA,NA,2,2010,2,5,NA,NA,NA,63,3,8,900
"200",1128,"63",6,2,39,1,1,1,1,3,5,9,5,3953.66666666667,5010,3,2,981,314,5010,2680,1,4,56,2011,6,NA,NA,NA,1998,2,6,NA,5000,NA,63,3,NA,300
"201",1128,"63",6,2,17,2,1,1,4,2,6,9.5,5,3953.66666666667,5010,3,2,981,314,5010,2680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",1128,"63",6,1,43,1,1,1,1,3,6,12,5,3953.66666666667,5010,3,2,981,314,5010,2680,1,4,56,2011,6,NA,NA,1,1998,2,6,NA,10000,NA,63,3,8,300
"203",1130,"63",4,1,32,2,1,1,4,3,5,8,6,5431.75,5010,3,2,981,314,5010,2680,1,8,56,2011,6,NA,NA,1,1998,2,6,NA,8000,NA,63,3,8,600
"204",1130,"63",4,1,30,2,1,1,4,3,5,8,6,5431.75,5010,3,2,981,314,5010,2680,1,8,56,2011,6,NA,NA,1,1998,2,6,NA,8000,NA,63,3,8,600
"205",1132,"63",4,2,25,2,1,5,4,1,11,16,4,6755.75,5010,3,2,981,314,5010,2680,1,NA,NA,2011,4,NA,NA,1,2011,3,4,15000,NA,NA,63,2,15,500
"206",1132,"63",4,1,22,2,1,1,4,1,9,14.5,4,6755.75,5010,3,2,981,314,5010,2680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",1132,"63",4,1,49,1,1,1,4,3,5,9,4,6755.75,5010,3,2,981,314,5010,2680,1,1,56,2011,7,NA,NA,2,1980,2,6,3000,NA,NA,63,2,8,180
"208",1132,"63",4,2,44,1,1,1,4,3,1,NA,4,6755.75,5010,3,2,981,314,5010,2680,1,1,70,2011,6,NA,NA,3,2007,3,6,3060,NA,NA,63,2,1,NA
"209",1134,"63",2,1,36,2,1,1,4,4,5,9,2.5,5598,5010,3,2,981,314,5010,2680,1,10,8,2005,5,NA,NA,1,NA,1,5,7000,NA,NA,63,4,9,NA
"210",1136,"63",4,2,42,1,1,1,4,3,1,NA,NA,9366.5,5010,3,2,981,314,5010,2680,1,NA,NA,2009,6,NA,NA,2,2009,2,6,NA,4000,NA,63,3,8,NA
"211",1136,"63",4,1,40,1,1,1,4,3,1,NA,NA,9366.5,5010,3,2,981,314,5010,2680,1,NA,NA,2006,5,NA,NA,1,1996,1,6,NA,23800,NA,54,3,8,1000
"212",1136,"63",4,2,17,2,1,1,4,1,6,9,NA,9366.5,5010,3,2,981,314,5010,2680,1,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",1136,"63",4,1,46,1,1,1,4,3,1,NA,NA,9366.5,5010,3,2,981,314,5010,2680,1,4,56,2011,6,NA,NA,2,1995,2,6,NA,4800,NA,54,3,8,1000
"214",1138,"63",5,2,40,1,1,1,4,4,5,8,3,6037.6,4231,3,2,794,324,4231,1842,1,6,70,2007,7,NA,NA,2,2007,2,7,9000,NA,3,63,2,6,100
"215",1138,"63",5,1,42,1,1,1,4,4,5,8,3,6037.6,4231,3,2,794,324,4231,1842,1,6,70,2005,6,NA,NA,2,2005,2,6,16000,NA,3,63,2,6,200
"216",1140,"63",5,2,26,1,1,1,4,2,5,8,4.5,18323.6,4231,3,2,794,324,4231,1842,1,6,35,2011,5,NA,NA,1,NA,NA,NA,4000,4000,1,3,5,5,NA
"217",1140,"63",5,1,27,1,1,1,4,2,5,8,4.5,18323.6,4231,3,2,794,324,4231,1842,1,6,35,2007,6,NA,NA,1,2007,2,1,58000,50000,1,63,2,8,NA
"218",1140,"63",5,1,56,1,1,1,1,3,4,5,4.5,18323.6,4231,3,2,794,324,4231,1842,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",1140,"63",5,2,54,1,1,1,4,4,1,0,4.5,18323.6,4231,3,2,794,324,4231,1842,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",1142,"63",5,2,58,4,1,NA,4,4,1,NA,4.5,5449.8,4231,3,2,794,324,4231,1842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",1142,"63",5,1,37,1,1,NA,1,2,6,11,4.5,5449.8,4231,3,2,794,324,4231,1842,1,8,56,2011,5,NA,NA,2,2011,2,5,8000,7000,3,63,2,8,200
"222",1142,"63",5,2,37,1,1,NA,4,2,4,5,4.5,5449.8,4231,3,2,794,324,4231,1842,1,5,56,2005,6,NA,NA,2,2005,2,6,3600,3000,3,63,2,8,200
"223",1144,"63",5,2,55,1,1,1,4,4,2,0,4,10434.8,4231,3,2,794,324,4231,1842,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",1144,"63",5,1,26,1,1,1,4,1,4,5,4,10434.8,4231,3,2,794,324,4231,1842,1,10,56,2003,6,NA,NA,1,2003,2,6,45000,40000,1,63,2,8,NA
"225",1144,"63",5,1,58,1,1,1,4,2,5,8,4,10434.8,4231,3,2,794,324,4231,1842,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",1144,"63",5,2,24,1,1,1,4,1,5,8,4,10434.8,4231,3,2,794,324,4231,1842,1,8,36,2011,6,NA,NA,1,NA,NA,6,20000,15000,1,63,2,8,NA
"227",1146,"63",5,2,56,1,1,1,4,3,1,0,3.5,8854.4,4231,3,2,794,324,4231,1842,1,12,36,2011,6,NA,NA,1,NA,2,6,10000,8400,1,63,2,11,NA
"228",1146,"63",5,1,57,1,1,1,4,3,6,10,3.5,8854.4,4231,3,2,794,324,4231,1842,1,12,56,2011,6,NA,NA,1,NA,2,6,10000,8400,1,63,2,11,NA
"229",1146,"63",5,2,30,1,1,1,4,2,5,8,3.5,8854.4,4231,3,2,794,324,4231,1842,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",1146,"63",5,1,32,1,1,1,4,2,5,8,3.5,8854.4,4231,3,2,794,324,4231,1842,1,6,36,2008,6,NA,NA,2,2008,2,6,21000,15000,1,63,2,8,NA
"231",1148,"63",4,2,46,1,1,1,1,4,5,8,1.89999997615814,5072.25,4231,3,2,794,324,4231,1842,1,3,60,2007,6,NA,NA,2,2007,2,6,8000,NA,3,63,2,8,NA
"232",1148,"63",4,1,48,1,1,1,1,3,6,11,1.89999997615814,5072.25,4231,3,2,794,324,4231,1842,1,5,60,2001,5,NA,NA,2,2001,2,5,15000,NA,3,63,5,6,NA
"233",1148,"63",4,2,18,2,1,1,2,1,9,12.5,1.89999997615814,5072.25,4231,3,2,794,324,4231,1842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",1148,"63",4,1,20,2,1,4,2,1,10,14.5,1.89999997615814,5072.25,4231,3,2,794,324,4231,1842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",1150,"63",5,1,28,1,1,1,4,2,5,8,3.09999990463257,7430.2,4231,3,2,794,324,4231,1842,1,8,56,2007,6,NA,NA,2,2007,2,6,28000,20000,1,63,2,8,NA
"236",1150,"63",5,2,27,1,1,1,4,2,5,8,3.09999990463257,7430.2,4231,3,2,794,324,4231,1842,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",1150,"63",5,2,47,1,1,1,4,4,1,0,3.09999990463257,7430.2,4231,3,2,794,324,4231,1842,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",1150,"63",5,1,49,1,1,1,4,4,5,8,3.09999990463257,7430.2,4231,3,2,794,324,4231,1842,1,12,56,1990,5,NA,NA,1,1990,2,6,22000,14000,1,63,2,12,NA
"239",1152,"63",5,1,31,1,1,1,4,2,5,7,5,15059.4,4231,3,2,794,324,4231,1842,1,10,56,2007,1,NA,NA,1,2007,2,1,20000,15000,1,63,2,9,NA
"240",1152,"63",5,2,27,1,1,1,4,2,5,7,5,15059.4,4231,3,2,794,324,4231,1842,1,8,30,2010,1,NA,NA,1,2010,2,1,16000,10000,1,63,2,16,NA
"241",1152,"63",5,2,56,1,1,1,4,3,1,0,5,15059.4,4231,3,2,794,324,4231,1842,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",1152,"63",5,1,55,1,1,1,4,4,6,9,5,15059.4,4231,3,2,794,324,4231,1842,2,NA,NA,NA,NA,NA,NA,3,1984,2,5,NA,NA,NA,NA,NA,NA,NA
"243",1154,"63",7,1,49,1,1,1,4,3,5,8,2.70000004768372,3621.71428571429,4231,3,2,794,324,4231,1842,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",1154,"63",7,2,49,1,1,1,4,4,1,0,2.70000004768372,3621.71428571429,4231,3,2,794,324,4231,1842,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",1154,"63",7,1,24,2,1,1,4,2,5,8,2.70000004768372,3621.71428571429,4231,3,2,794,324,4231,1842,1,4,56,2008,6,NA,NA,2,2008,2,6,20000,15000,1,63,2,8,NA
"246",1154,"63",7,2,23,1,1,1,4,2,4,5,2.70000004768372,3621.71428571429,4231,3,2,794,324,4231,1842,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",1154,"63",7,1,28,1,1,1,4,2,5,8,2.70000004768372,3621.71428571429,4231,3,2,794,324,4231,1842,1,4,56,2000,6,NA,NA,2,2000,2,6,28000,22000,1,63,2,8,NA
"248",1156,"63",6,2,27,1,1,1,4,2,6,12,3.59999990463257,5290.33333333333,4231,3,2,794,324,4231,1842,1,0,60,2008,5,NA,NA,3,2008,2,6,NA,2700,1,63,2,8,200
"249",1156,"63",6,2,23,2,1,1,4,1,10,15,3.59999990463257,5290.33333333333,4231,3,2,794,324,4231,1842,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",1156,"63",6,1,25,1,1,1,4,2,6,12,3.59999990463257,5290.33333333333,4231,3,2,794,324,4231,1842,1,3,60,2007,5,NA,NA,1,2007,2,6,NA,9000,1,63,2,8,400
"251",1156,"63",6,2,50,1,1,1,4,3,1,NA,3.59999990463257,5290.33333333333,4231,3,2,794,324,4231,1842,2,NA,NA,NA,NA,NA,NA,3,NA,2,5,NA,NA,NA,NA,NA,NA,NA
"252",1156,"63",6,1,55,1,1,1,1,3,5,8,3.59999990463257,5290.33333333333,4231,3,2,794,324,4231,1842,1,4,60,1985,5,NA,NA,1,1985,2,6,NA,NA,1,63,2,8,200
"253",1158,"63",7,2,49,1,1,1,4,4,1,NA,13,3993,4000,3,1,1080,160,4000,2000,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",1158,"63",7,1,29,1,1,1,4,3,5,8,13,3993,4000,3,1,1080,160,4000,2000,1,12,40,2000,5,NA,NA,1,2000,1,5,9000,8830,1,63,4,6,300
"255",1158,"63",7,2,27,1,1,1,1,3,6,12,13,3993,4000,3,1,1080,160,4000,2000,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
