"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","b2","Unemp","EmptType","b4_2","b5","b7","b10","b12","c11_1","c12","pa151"
"7859",121260,"guangxi",2,1,54,1,1,1,4,1974,0,0,40,1979,6,NA,2,10,NA,51313.19921875
"7860",121270,"guangxi",2,2,45,4,1,1,4,1984,0,0,44,1984,16,1,4,12,NA,36747
"7862",121280,"guangxi",2,2,43,3,1,1,4,1991,0,0,44,1991,16,1,4,12,NA,33642
"7864",121290,"guangxi",3,2,45,1,1,1,4,1987,0,0,44,1987,16,NA,4,9,NA,34578.80078125
"7865",121290,"guangxi",3,1,47,1,1,1,1,1985,0,0,44,1985,16,NA,4,9,NA,41427.3984375
"7867",121300,"guangxi",2,1,49,1,0,1,1,1986,0,0,45,1986,16,NA,3,9,12,36927
"7868",121300,"guangxi",2,2,47,1,0,1,1,1987,0,0,45,1987,19,NA,2,10,9,30162.400390625
"7869",121310,"guangxi",3,2,47,1,1,NA,4,1984,0,0,40,1984,4,NA,5,8,NA,38164
"7870",121310,"guangxi",3,1,49,1,1,NA,4,1984,0,0,40,1984,4,NA,5,8,NA,42584
"7872",121320,"guangxi",2,1,57,1,0,1,1,1976,0,0,40,1976,19,NA,2,8,11,44444
"7874",121330,"guangxi",4,1,46,1,1,1,1,1985,0,0,48,2002,5,NA,2,10,NA,57610
"7875",121330,"guangxi",4,2,45,1,0,1,4,1984,0,1,54,2001,8,NA,NA,8,NA,NA
"7878",121340,"guangxi",3,2,47,1,1,1,4,1986,0,0,40,1986,3,NA,5,8,NA,10315
"7879",121340,"guangxi",3,1,48,1,1,1,4,1984,0,0,56,2011,6,NA,2,5,NA,18750
"7881",121350,"guangxi",4,1,45,1,1,1,4,1992,0,0,27,1987,6,6,1,6,NA,25000
"7882",121350,"guangxi",4,2,38,1,1,1,4,1989,0,1,56,2008,8,NA,1,4,NA,NA
"7885",121360,"guangxi",3,2,34,1,1,1,1,1996,0,0,40,1996,16,NA,3,12,NA,28325.599609375
"7886",121360,"guangxi",3,1,37,1,1,1,4,1996,0,0,40,1996,16,NA,3,12,NA,29460.69921875
"7889",121370,"guangxi",2,1,58,1,1,1,4,1972,1,NA,NA,NA,NA,NA,NA,5,NA,8600
"7890",121380,"guangxi",3,1,45,1,1,1,1,1989,0,0,40,1989,6,NA,2,8,11,29000
"7891",121380,"guangxi",3,2,43,1,0,1,1,1990,0,0,40,1990,19,NA,3,9,12,27400
"7893",121390,"guangxi",3,1,46,1,1,1,4,1988,0,0,60,2003,1,NA,NA,9,12,NA
"7894",121390,"guangxi",3,2,42,1,0,1,4,1991,0,0,40,1991,16,NA,2,9,12,33575.6015625
"7896",121400,"guangxi",2,1,50,1,1,1,4,1980,0,0,40,80,19,6,1,12,12,32229
"7897",121400,"guangxi",2,2,51,1,1,1,4,1980,0,0,40,88,19,4,3,10,12,32229
"7898",121410,"guangxi",3,1,46,1,0,1,4,1987,0,0,48,1987,3,NA,4,8,11,32750
"7899",121410,"guangxi",3,2,39,1,1,1,4,1992,0,0,40,1992,17,NA,4,10,12,53242.3984375
"7901",121420,"guangxi",2,2,45,1,0,1,4,1987,0,0,40,1987,4,NA,5,8,NA,26757
"7902",121420,"guangxi",2,1,50,1,1,1,1,1994,0,0,40,1994,4,NA,5,8,NA,33360
"7903",121430,"guangxi",3,1,44,1,1,1,4,1985,0,0,40,1985,16,NA,2,10,12,37872
"7904",121430,"guangxi",3,2,44,1,1,1,4,1985,0,0,40,1985,16,NA,2,8,11,37382
"7906",121440,"guangxi",2,1,58,1,1,1,1,1975,0,0,40,1975,1,NA,2,11,13,42721
"7907",121440,"guangxi",2,2,50,1,1,1,4,1982,0,0,40,1982,1,NA,2,11,13,19002
"7908",121450,"guangxi",2,1,54,1,0,1,1,1975,0,0,40,1983,16,NA,2,10,13,35854.6015625
"7910",121460,"guangxi",3,1,47,1,0,1,1,1987,0,0,40,1987,1,1,1,12,12,36356
"7911",121460,"guangxi",3,2,44,1,1,1,4,1988,0,1,63,2001,8,NA,NA,6,11,NA
"7913",121470,"guangxi",3,1,46,1,0,1,1,1987,0,0,40,1987,14,NA,2,12,13,30338
"7914",121470,"guangxi",3,2,46,1,1,1,1,1987,0,0,40,1987,1,NA,2,12,11,35087
"7916",121480,"guangxi",3,2,39,1,1,1,4,1992,0,0,40,1999,10,NA,2,10,11,22570
"7917",121480,"guangxi",3,1,45,1,1,1,1,1989,0,0,56,1989,10,NA,2,12,12,29334
"7919",121490,"guangxi",2,2,49,1,1,1,4,1983,0,0,40,1983,1,NA,1,10,12,19780.30078125
"7920",121490,"guangxi",2,1,51,1,0,1,1,1981,0,0,40,1981,19,NA,2,10,12,40915.6015625
"7921",121500,"guangxi",3,1,43,1,0,1,4,1990,0,0,45,2005,3,6,2,8,13,15426
"7922",121500,"guangxi",3,2,39,1,1,1,4,1991,0,0,45,1998,8,6,2,6,11,13575
"7924",121510,"guangxi",2,2,48,1,1,1,4,1986,0,0,40,1986,1,NA,1,6,9,17244.900390625
"7925",121510,"guangxi",2,1,48,1,1,1,1,1986,0,0,40,1986,1,NA,2,11,13,29098
"7926",121520,"guangxi",4,2,46,1,1,1,4,1985,0,0,35,1985,4,NA,5,8,NA,33920
"7927",121520,"guangxi",4,1,48,1,1,1,1,1983,0,0,35,1983,19,NA,4,10,NA,31738
"7930",121530,"guangxi",2,1,61,1,1,1,4,1967,0,0,48,2000,2,NA,1,4,5,10450
"7933",121540,"guangxi",3,1,52,1,1,1,4,1976,0,1,84,1994,18,NA,NA,5,7,NA
"7935",121550,"guangxi",2,2,48,1,1,1,4,1979,0,1,70,2006,9,NA,NA,6,9,NA
"7936",121550,"guangxi",2,1,49,1,1,1,4,1984,0,1,56,2006,9,NA,NA,5,7,NA
"7937",121560,"guangxi",3,1,43,1,1,NA,1,1989,0,0,40,1989,19,1,1,12,16,31920
"7938",121560,"guangxi",3,2,44,1,1,NA,1,1989,0,0,40,1989,19,1,2,12,16,34200
"7940",121570,"guangxi",3,2,43,1,1,1,1,1989,0,0,40,1989,19,1,4,12,NA,31400
"7941",121570,"guangxi",3,1,43,1,1,1,1,1985,0,0,40,1985,16,1,4,9,NA,32500
"7943",121580,"guangxi",3,1,42,1,1,1,1,1989,0,0,NA,2004,19,1,1,12,NA,33600
"7944",121580,"guangxi",3,2,46,1,1,1,4,1992,0,0,NA,1992,16,1,4,11,NA,27810
"7946",121590,"guangxi",3,2,42,1,1,1,4,1990,0,1,60,1997,8,NA,NA,6,12,NA
"7947",121590,"guangxi",3,1,40,1,1,1,4,1991,0,1,60,1997,8,NA,NA,4,6,NA
"7951",121600,"guangxi",3,1,31,1,0,1,4,2004,0,0,63,2004,17,NA,6,13,NA,12235.2001953125
"7952",121610,"guangxi",3,1,42,1,1,1,1,1992,0,0,56,1992,19,NA,2,12,11,30600
"7953",121610,"guangxi",3,2,41,1,1,1,4,1993,0,0,56,1997,17,NA,5,10,14,22300
"7955",121620,"guangxi",2,1,48,1,1,1,4,1984,0,1,10,1996,8,NA,NA,5,9,NA
"7956",121620,"guangxi",2,2,46,1,1,1,4,1984,0,1,10,1996,8,NA,NA,5,9,NA
"7960",121640,"guangxi",5,1,46,1,0,1,1,1982,0,0,40,1982,19,NA,1,10,NA,36000
"7961",121640,"guangxi",5,2,39,1,1,1,4,1994,0,0,40,1994,17,NA,2,10,NA,14830.900390625
"7965",121650,"guangxi",3,1,51,1,0,1,1,1980,0,0,40,1980,16,NA,3,9,NA,35719.30078125
"7966",121650,"guangxi",3,2,46,1,1,1,4,1986,0,0,40,1986,16,NA,3,12,NA,33598.8984375
"7968",121660,"guangxi",2,2,49,1,1,1,4,1984,0,0,44,1984,16,1,4,12,NA,49659.80078125
"7969",121660,"guangxi",2,1,51,1,1,1,4,1976,0,0,40,2001,7,5,1,9,NA,31600
"7970",121670,"guangxi",3,2,38,1,1,1,4,1996,0,0,35,1996,16,NA,3,12,NA,28520.80078125
"7971",121670,"guangxi",3,1,41,1,1,1,4,1997,0,0,48,2011,1,NA,2,9,NA,13170
"7973",121680,"guangxi",3,2,43,1,0,1,1,1990,0,0,40,1990,17,NA,3,10,NA,50321.69921875
"7974",121680,"guangxi",3,1,44,1,0,1,4,1990,0,0,40,1990,17,NA,2,10,NA,30868.80078125
"7976",121690,"guangxi",2,2,47,1,1,1,4,1986,0,0,44,1986,16,1,4,9,NA,40448.5
"7977",121690,"guangxi",2,1,50,1,0,1,4,1987,0,0,53,1987,16,1,4,11,NA,36473.80078125
"7978",121700,"guangxi",2,1,48,1,0,1,4,1988,0,0,40,1988,16,NA,2,10,NA,30784.099609375
"7979",121700,"guangxi",2,2,44,1,1,1,1,1991,0,0,40,1991,19,NA,2,12,NA,34192.6015625
"7984",121720,"guangxi",5,1,35,1,0,1,2,1996,0,0,50,1996,NA,1,3,7,NA,20000
"7985",121720,"guangxi",5,2,32,1,1,1,2,2000,0,0,60,2000,16,1,3,9,NA,20760
"7988",121730,"guangxi",2,2,57,1,0,1,4,1991,0,NA,25,1991,15,1,1,5,NA,16600
"7994",121750,"guangxi",4,1,30,1,1,1,4,2001,0,1,70,2011,7,7,1,10,15,15000
"7998",121770,"guangxi",3,2,46,1,0,1,1,1993,0,1,60,1998,8,NA,NA,5,8,NA
"7999",121770,"guangxi",3,1,47,1,1,1,4,1992,0,0,40,1993,19,1,2,5,8,20000
"8001",121780,"guangxi",5,2,55,1,0,1,4,1976,0,NA,NA,NA,NA,NA,NA,8,NA,1000
"8002",121780,"guangxi",5,1,59,1,1,1,1,1968,0,0,40,1992,19,1,2,5,NA,42160
"8003",121780,"guangxi",5,1,33,1,0,1,4,1998,0,1,56,1998,17,7,1,8,NA,NA
"8004",121780,"guangxi",5,2,26,1,1,1,4,2004,0,1,56,2004,17,7,1,5,NA,NA
"8007",121790,"guangxi",5,1,53,1,0,1,1,1976,0,0,40,NA,17,1,2,8,9,29404
"8008",121790,"guangxi",5,1,29,1,0,1,4,2007,0,0,50,2010,8,1,2,6,12,NA
"8009",121790,"guangxi",5,2,28,1,1,1,4,2007,1,NA,NA,NA,NA,NA,NA,5,9,NA
"8014",121810,"guangxi",5,1,58,1,1,1,1,1972,0,0,36,2000,10,1,3,6,9,10000
"8016",121810,"guangxi",5,2,32,2,1,1,4,2002,0,0,42,2002,8,3,2,8,12,14400
"8017",121810,"guangxi",5,1,25,2,1,1,2,2009,0,0,42,2009,8,3,2,8,12,21600
"8019",121820,"guangxi",3,2,44,1,1,1,1,1991,0,0,48,2009,17,5,3,NA,NA,20360
"8020",121820,"guangxi",3,1,45,1,1,1,4,1989,0,0,48,2007,15,7,NA,NA,NA,NA
"8023",121830,"guangxi",2,1,54,1,1,1,4,1979,0,0,8,1997,6,7,4,5,8,NA
"8026",121840,"guangxi",4,1,31,2,0,1,2,2007,1,NA,NA,NA,NA,NA,NA,9,15,NA
"8027",121840,"guangxi",4,1,24,2,0,1,2,2010,0,0,40,2010,10,4,4,9,15,33600
"8030",121850,"guangxi",3,1,30,2,0,1,2,2006,1,NA,48,2006,18,6,2,9,15,20000
"8031",121860,"guangxi",3,1,46,1,0,1,1,1986,0,0,25,2011,15,1,1,10,15,12920
"8032",121860,"guangxi",3,2,41,1,1,1,4,1989,0,0,40,1997,16,1,4,10,12,22920
"8034",121870,"guangxi",2,1,53,1,0,1,4,1980,0,1,70,2010,15,6,1,5,7,NA
"8035",121870,"guangxi",2,2,48,1,1,1,4,1981,0,1,84,1998,15,7,NA,5,7,NA
"8038",121880,"guangxi",4,1,31,2,1,1,4,1999,1,NA,60,2003,5,6,1,5,9,NA
"8039",121880,"guangxi",4,1,29,2,1,1,4,1997,0,1,56,2005,9,3,2,5,9,NA
"8043",121900,"guangxi",3,1,46,1,1,1,4,2008,0,1,42,2008,9,NA,NA,5,7,NA
"8044",121900,"guangxi",3,2,47,1,1,1,4,2000,0,1,56,2000,15,NA,NA,5,7,NA
"8046",121910,"guangxi",2,1,47,1,1,1,1,1987,0,0,35,1987,17,4,2,12,9,38788
"8047",121910,"guangxi",2,2,44,1,0,1,1,1988,0,0,35,1988,19,1,2,10,13,31168
"8048",121920,"guangxi",6,1,61,1,1,1,4,1981,0,0,40,2000,19,1,1,6,9,11520
"8050",121920,"guangxi",6,1,33,1,1,1,4,2003,0,1,40,2003,17,NA,NA,8,12,NA
"8051",121920,"guangxi",6,2,30,1,1,1,4,NA,1,NA,NA,NA,NA,NA,NA,5,9,NA
"8057",121940,"guangxi",2,1,70,1,1,1,1,1957,0,0,35,2011,1,NA,NA,5,NA,NA
"8059",121950,"guangxi",3,2,43,1,0,1,1,1987,0,0,40,1987,19,4,2,10,NA,34612
"8060",121950,"guangxi",3,1,45,1,0,1,4,1985,0,0,45,1985,NA,4,4,6,NA,43948
"8062",121960,"guangxi",3,1,56,1,1,1,1,1982,0,0,40,1982,4,1,4,5,NA,31400
"8064",121960,"guangxi",3,2,28,2,1,1,1,2005,0,0,40,2008,19,6,5,8,NA,23492
"8065",121970,"guangxi",3,1,45,1,1,1,4,1986,0,0,40,1986,1,1,6,10,13,39536
"8066",121970,"guangxi",3,2,44,1,1,1,4,1987,0,0,40,1987,6,1,3,10,12,28000
"8068",121980,"guangxi",3,1,48,1,1,1,1,1984,0,0,40,2002,15,6,1,6,10,26400
"8069",121980,"guangxi",3,2,46,1,1,1,4,1985,0,0,NA,NA,1,NA,NA,5,8,NA
"8071",121990,"guangxi",4,1,53,1,1,1,4,NA,0,0,70,74,1,6,NA,5,NA,NA
"8076",122000,"guangxi",4,1,37,1,0,1,4,1996,0,0,NA,NA,6,5,1,5,NA,34000
"8077",122000,"guangxi",4,2,2,2,0,1,4,2006,0,NA,NA,2006,7,5,4,8,NA,23492
"8079",122010,"guangxi",3,1,57,1,1,1,4,1977,0,1,70,2003,8,NA,NA,5,7,NA
"8080",122010,"guangxi",3,2,43,1,0,1,4,1979,0,1,70,2003,8,NA,NA,5,7,NA
"8082",122020,"guangxi",2,1,58,1,0,1,4,1977,0,1,10,1999,8,NA,NA,6,9,NA
"8083",122020,"guangxi",2,2,46,1,0,1,4,1977,0,1,10,1999,8,NA,NA,6,9,NA
"8086",122030,"guangxi",5,1,45,1,0,1,4,1986,0,0,30,2011,15,4,2,5,9,NA
"8087",122030,"guangxi",5,2,41,1,0,1,4,1993,0,0,35,2000,9,6,2,5,9,NA
"8089",122040,"guangxi",2,1,43,1,1,1,4,1993,0,0,8,2008,5,5,1,5,9,24000
"8090",122040,"guangxi",2,2,38,1,1,1,1,2003,0,0,5,2001,19,1,1,10,15,20000
"8091",122050,"guangxi",2,1,58,1,1,1,1,1969,0,0,50,2007,1,1,2,8,9,23800
"8092",122050,"guangxi",2,2,56,1,0,1,1,1971,0,1,87,2006,8,NA,NA,8,9,NA
"8093",122060,"guangxi",2,1,48,1,1,1,4,1981,0,1,98,2011,15,NA,NA,8,13,NA
"8094",122060,"guangxi",2,2,45,1,1,1,4,1981,0,1,98,2001,15,NA,NA,5,7,NA
"8095",122070,"guangxi",4,1,34,1,1,1,1,1998,0,0,56,1998,14,1,4,10,15,27288
"8096",122070,"guangxi",4,2,30,1,1,1,4,2001,0,0,56,2001,17,1,4,10,15,20000
"8103",122090,"guangxi",6,1,42,1,1,1,4,1984,0,0,8,1984,9,6,1,5,9,9600
"8104",122090,"guangxi",6,2,40,1,1,1,NA,1990,0,1,8,1990,9,NA,NA,4,6,NA
"8107",122100,"guangxi",2,2,42,1,1,1,1,1988,0,0,40,1988,14,4,4,10,15,25000
"8108",122100,"guangxi",2,1,49,1,1,1,4,1982,0,0,40,1982,14,4,4,6,12,20868
"8109",122110,"guangxi",3,1,43,1,0,1,4,1990,0,0,40,1990,3,4,3,5,9,9206
"8110",122110,"guangxi",3,2,40,1,0,1,4,1991,0,0,40,1991,3,4,3,5,9,9206
"8112",122120,"guangxi",3,2,48,4,0,NA,4,1983,0,0,30,1983,15,6,1,5,7,7600
"8113",122120,"guangxi",3,2,30,2,0,NA,4,2005,0,0,35,2005,6,6,1,5,9,7400
"8114",122120,"guangxi",3,1,25,2,0,NA,4,2008,0,0,35,2008,15,6,1,6,12,7800
"8115",122130,"guangxi",4,1,44,1,1,1,4,1986,0,1,84,2002,15,NA,NA,6,9,NA
"8116",122130,"guangxi",4,2,41,1,0,1,4,1989,0,0,45,1989,16,NA,1,10,11,25520
"8119",122140,"guangxi",3,1,42,1,0,1,1,1990,0,0,56,1990,14,4,3,9,13,35000
"8120",122140,"guangxi",3,2,42,1,0,1,4,1988,0,1,63,1994,8,NA,NA,6,11,12152
"8122",122150,"guangxi",3,2,46,1,1,1,1,1982,0,0,35,1982,19,4,3,10,13,47000
"8123",122150,"guangxi",3,1,47,1,1,1,1,1981,0,0,50,1981,19,4,3,10,13,49748
"8124",122150,"guangxi",3,2,24,2,1,1,2,2010,1,NA,NA,NA,NA,NA,NA,9,14,NA
"8125",122160,"guangxi",3,1,43,1,1,1,1,1988,0,0,40,1988,14,4,3,8,12,34000
"8126",122160,"guangxi",3,2,43,1,1,1,4,1990,0,0,48,2001,16,6,1,6,9,20772
"8130",122170,"guangxi",4,1,39,3,1,1,4,1996,0,0,35,1996,15,6,1,5,9,3600
"8133",122180,"guangxi",3,1,61,1,1,1,1,1971,0,1,35,1971,15,NA,NA,5,7,NA
"8134",122180,"guangxi",3,1,29,2,1,1,2,2009,0,0,50,2010,3,6,1,9,15,18400
"8139",122210,"guangxi",2,1,43,1,1,1,1,1986,0,0,37,1986,16,1,3,10,11,30092
"8140",122210,"guangxi",2,2,41,1,1,1,2,1991,0,0,38,1991,16,1,3,9,13,30416
"8141",122220,"guangxi",3,1,41,1,1,1,1,1992,0,0,56,1992,19,1,4,10,16,35000
"8142",122220,"guangxi",3,2,40,1,1,1,4,1993,0,0,40,1993,16,1,2,12,17,34812
"8146",122240,"guangxi",5,1,38,1,1,1,4,1996,0,1,50,1996,6,NA,NA,5,9,NA
"8147",122240,"guangxi",5,2,41,1,1,1,4,1995,0,0,48,1995,15,5,1,5,9,12044
"8152",122250,"guangxi",3,1,55,1,0,1,4,1974,0,0,38,1980,19,1,2,5,9,33208
"8153",122250,"guangxi",3,1,24,2,0,1,2,2011,0,0,35,2011,17,6,2,9,15,9600
"8154",122260,"guangxi",3,1,41,1,0,1,4,1995,0,1,12,2009,8,NA,NA,7,11,NA
"8155",122260,"guangxi",3,2,40,1,1,1,4,1987,0,1,10,2002,15,NA,NA,5,8,NA
"8157",122270,"guangxi",3,1,46,1,0,1,4,1980,0,1,70,1990,9,NA,NA,5,9,NA
"8158",122270,"guangxi",3,2,47,1,0,1,4,1982,0,0,48,1982,6,5,3,5,9,22160
"8160",122280,"guangxi",3,1,47,1,1,1,1,1983,0,0,40,1983,19,1,2,9,15,40052
"8161",122280,"guangxi",3,2,43,1,0,1,4,1988,0,0,48,1988,4,4,4,8,12,40000
"8167",122300,"guangxi",2,2,59,1,1,1,4,1973,0,1,80,1973,17,NA,NA,7,9,NA
"8168",122310,"guangxi",3,1,46,1,1,1,4,1980,0,0,45,2010,10,4,5,9,11,10700
"8169",122310,"guangxi",3,2,44,1,1,1,4,1998,0,1,41,2006,15,NA,NA,5,9,NA
"8171",122320,"guangxi",3,1,51,1,0,1,4,1977,1,NA,40,2001,15,NA,NA,6,NA,8150
"8172",122320,"guangxi",3,2,47,1,1,1,4,1980,0,1,49,2003,15,NA,NA,6,NA,NA
"8174",122330,"guangxi",3,1,37,1,1,1,4,1993,0,1,84,2011,8,NA,NA,5,NA,24085
"8177",122340,"guangxi",3,1,44,1,1,1,4,1985,0,1,63,2008,8,NA,NA,8,NA,NA
"8178",122340,"guangxi",3,2,44,1,1,1,4,1987,0,1,63,2008,8,NA,NA,5,NA,NA
"8182",122350,"guangxi",6,1,38,1,1,1,4,1998,0,0,40,2012,6,6,2,6,NA,NA
"8183",122350,"guangxi",6,2,34,1,1,1,4,2009,0,1,60,2009,8,NA,NA,5,NA,NA
"8186",122360,"guangxi",3,1,57,1,1,1,4,1970,0,0,56,1981,1,1,2,5,9,16990
"8188",122360,"guangxi",3,1,31,2,1,1,4,1995,0,0,56,2011,3,3,3,6,12,20400
"8191",122380,"guangxi",3,1,41,1,1,1,1,1992,0,0,40,2011,3,3,2,9,12,45600
"8192",122380,"guangxi",3,2,42,1,1,1,4,1992,0,0,40,2005,3,3,2,9,14,16804
"8194",122390,"guangxi",2,1,52,1,1,1,4,1978,0,0,20,1984,6,1,7,6,11,52207
"8195",122390,"guangxi",2,2,48,1,1,1,4,1980,1,NA,NA,NA,NA,NA,NA,6,11,NA
"8198",122400,"guangxi",5,1,29,1,1,1,4,2000,0,0,49,2003,19,4,2,10,12,22645
"8199",122400,"guangxi",5,2,29,1,1,1,4,2010,0,1,60,2011,8,NA,NA,6,12,NA
"8203",122410,"guangxi",7,1,32,4,1,1,4,2002,0,1,30,2005,15,NA,NA,6,11,5000
"8204",122410,"guangxi",7,2,34,1,1,1,4,2000,0,1,30,2010,8,6,2,6,11,7500
"8205",122410,"guangxi",7,1,34,1,1,1,1,2000,0,1,30,2010,15,NA,NA,5,8,7205
"8208",122420,"guangxi",3,1,37,1,1,1,4,1999,0,0,40,2006,3,3,6,10,15,32755
"8209",122420,"guangxi",3,2,37,1,1,1,4,1999,0,0,35,1999,12,4,3,10,15,29232
"8211",122430,"guangxi",3,2,46,1,1,1,1,1989,0,0,40,1989,19,4,1,10,12,40760
"8212",122430,"guangxi",3,1,47,1,1,1,4,1984,0,0,50,2004,3,4,5,10,12,26951
"8216",122440,"guangxi",5,1,39,1,0,1,NA,1998,0,0,40,1998,17,4,5,11,16,39416
"8217",122440,"guangxi",5,2,86,1,1,1,NA,1999,0,0,40,1999,19,4,2,12,13,26400
"8219",122450,"guangxi",2,1,54,1,1,1,4,1974,0,0,50,1987,19,4,2,8,9,40846
"8221",122460,"guangxi",4,1,48,1,1,1,1,1981,0,0,40,1985,19,1,1,6,8,33324
"8222",122460,"guangxi",4,2,47,1,0,1,4,1986,0,1,45,1986,8,NA,NA,5,6,NA
"8225",122470,"guangxi",3,1,46,1,1,1,1,1987,0,0,40,1987,6,1,2,10,11,36537
"8226",122470,"guangxi",3,2,44,1,1,1,4,1987,0,1,45,2011,8,6,1,6,11,14400
"8228",122480,"guangxi",3,2,43,1,1,1,4,1993,0,0,40,1993,4,4,4,10,11,66023
"8229",122480,"guangxi",3,1,42,1,1,1,1,1986,0,0,40,1993,4,4,5,6,11,15024
"8231",122490,"guangxi",3,1,38,1,1,1,4,1999,0,0,36,1999,16,1,4,11,16,36355
"8232",122490,"guangxi",3,2,37,1,1,1,1,1997,0,0,40,1997,16,1,4,11,16,34355
"8237",122500,"guangxi",5,1,33,1,1,1,2,1999,0,0,84,2010,3,6,3,8,11,12000
"8239",122510,"guangxi",3,1,44,1,1,1,4,2004,0,0,42,2004,6,NA,NA,4,2,NA
"8240",122510,"guangxi",3,2,43,1,1,1,4,2009,0,0,42,2009,6,NA,NA,4,2,NA
"8244",122530,"guangxi",3,1,40,1,1,1,1,1990,0,0,40,2008,18,1,2,9,13,26410
"8245",122530,"guangxi",3,2,40,1,1,1,4,1989,0,1,50,1989,8,NA,NA,6,11,NA
"8247",122540,"guangxi",3,1,54,1,1,1,4,1979,0,0,45,1999,18,5,7,5,7,24839
"8249",122540,"guangxi",3,2,27,2,1,1,4,2003,0,0,40,2008,18,5,6,8,12,30000
"8250",122550,"guangxi",3,1,43,1,1,1,1,1988,0,0,40,2003,3,3,6,10,12,38658
"8253",122560,"guangxi",3,1,34,1,1,1,1,2000,0,1,84,2011,8,NA,NA,6,12,NA
"8254",122560,"guangxi",3,2,38,1,1,1,1,2000,0,0,84,2000,17,1,3,11,17,35880
"8258",122570,"guangxi",3,2,27,2,0,1,1,2008,0,0,45,2008,19,4,2,11,16,32900
"8261",122590,"guangxi",3,1,47,1,1,1,1,1981,0,0,35,1993,19,1,2,8,14,30948
"8262",122590,"guangxi",3,2,43,1,1,1,4,1988,0,0,30,1988,16,1,2,9,15,29740
"8264",122600,"guangxi",3,1,40,1,1,1,4,1996,0,1,40,2005,6,NA,NA,5,8,NA
"8265",122600,"guangxi",3,2,42,1,1,1,4,1990,0,0,56,2009,8,6,1,6,13,8600
"8267",122610,"guangxi",3,1,41,1,1,1,1,1993,0,0,38,2007,19,1,2,12,NA,34368
"8268",122610,"guangxi",3,2,39,1,1,1,4,1991,0,0,38,1991,16,1,3,10,NA,31490
"8270",122620,"guangxi",2,2,45,1,0,1,1,1984,0,0,49,2005,19,4,1,10,1,36300
"8274",122640,"guangxi",3,1,47,1,1,1,1,1987,0,0,8,1987,19,1,2,9,14,32448
"8275",122640,"guangxi",3,2,46,1,1,1,4,1986,0,0,8,1986,16,1,3,9,14,NA
"8280",122660,"guangxi",3,1,36,1,1,1,4,2000,0,1,84,2000,15,NA,NA,8,12,5000
"8281",122660,"guangxi",3,2,32,1,1,1,4,2000,0,1,80,2000,15,NA,NA,8,12,NA
"8283",122670,"guangxi",2,2,44,3,1,1,1,1990,0,0,44,1990,6,5,4,6,NA,24876
"8285",122680,"guangxi",3,1,52,1,1,1,1,1978,0,0,40,1978,16,1,4,9,14,39500
"8286",122680,"guangxi",3,2,50,1,1,1,4,1979,0,0,25,1979,16,1,3,9,14,14768
"8287",122680,"guangxi",3,1,24,2,1,1,1,2011,0,0,40,2011,16,3,4,11,16,39500
"8289",122690,"guangxi",2,2,25,2,1,1,4,2008,0,0,54,2008,15,6,2,9,15,24635
"8290",122700,"guangxi",3,1,45,1,1,1,1,1984,0,0,40,1984,16,1,2,10,11,32904
"8291",122700,"guangxi",3,2,46,1,1,1,2,1985,0,0,40,1985,16,1,2,12,11,32904
"8293",122710,"guangxi",3,2,39,1,1,1,1,1991,0,0,40,1994,16,1,3,9,NA,32280
"8294",122710,"guangxi",3,1,40,1,1,1,4,1990,0,0,40,1990,19,1,2,9,NA,25132
"8296",122720,"guangxi",2,1,59,1,1,1,1,1970,0,0,40,2001,3,6,4,10,13,36000
"8298",122730,"guangxi",3,1,34,1,1,1,1,1997,0,0,60,1997,19,1,5,11,17,40962
"8299",122730,"guangxi",3,2,34,1,1,1,4,1200,0,1,62,2011,8,NA,NA,8,13,9600
"8301",122740,"guangxi",3,1,45,1,1,1,1,1988,0,0,35,2011,19,1,1,11,14,35300
"8302",122740,"guangxi",3,2,46,1,1,1,4,1986,0,0,40,1986,17,1,4,8,13,28452
"8304",122750,"guangxi",4,1,47,1,1,1,1,1983,0,0,35,1983,19,1,5,10,9,41776
"8305",122750,"guangxi",4,2,45,1,1,1,4,1990,0,0,35,1990,17,1,4,10,10,26516
"8308",122760,"guangxi",4,1,45,1,1,1,4,1984,0,0,35,1984,16,1,4,12,11,30352
"8309",122760,"guangxi",4,2,45,1,1,1,4,1986,0,0,35,1986,16,1,4,8,11,24045
"8312",122770,"guangxi",3,1,37,1,0,1,1,1997,0,0,40,1997,19,1,1,12,14,26560
"8313",122770,"guangxi",3,2,36,1,1,1,1,1998,0,0,40,1998,19,1,3,12,14,31526
"8315",122780,"guangxi",3,1,46,1,1,1,1,1987,0,0,40,1998,16,1,2,11,16,41916
"8316",122780,"guangxi",3,2,47,1,1,1,1,9802,0,0,40,1996,19,1,3,11,16,29204
"8318",122790,"guangxi",5,1,43,1,1,1,2,1989,0,0,40,1989,6,1,3,8,11,58536
"8319",122790,"guangxi",5,2,43,1,1,1,1,1990,0,0,40,1990,8,1,2,10,11,36415
"8323",122800,"guangxi",2,2,46,3,1,1,1,1987,0,0,40,1996,16,1,2,12,11,35691
"8326",122810,"guangxi",2,1,31,2,1,1,4,1998,0,0,40,1998,4,4,4,9,11,41302
"8327",122820,"guangxi",3,1,48,1,0,1,1,1979,0,0,39,1979,19,1,5,12,14,46452
